    93 2.75467 0.14264  0.15452   7.78 -10.12   516 1272 Gefion       
 18351 2.79078 0.13552  0.15829  13.01   0.22   516 1272 Gefion       
 18464 2.81198 0.12536  0.15294  14.07   0.54   516 1272 Gefion       
 18552 2.76804 0.12313  0.15707  13.38  -0.42   516 1272 Gefion       
 18649 2.78193 0.12948  0.15654  13.72  -0.04   516 1272 Gefion       
 18725 2.75924 0.12646  0.16010  13.10  -0.74   516 1272 Gefion       
 18820 2.79519 0.12580  0.15790  12.88   0.38   516 1272 Gefion       
 18829 2.77849 0.13291  0.15957  13.11  -0.16   516 1272 Gefion       
 18902 2.77280 0.13088  0.15793  13.22  -0.31   516 1272 Gefion       
 18912 2.81551 0.12687  0.15788  13.79   0.69   516 1272 Gefion       
 18967 2.76914 0.13696  0.15780  13.20  -0.42   516 1272 Gefion       
 19000 2.76648 0.12944  0.15914  13.32  -0.47   516 1272 Gefion       
 19015 2.79178 0.12886  0.15750  13.24   0.22   516 1272 Gefion       
 19131 2.76400 0.12616  0.15985  13.68  -0.45   516 1272 Gefion       
 19273 2.80363 0.12746  0.15881  13.96   0.40   516 1272 Gefion       
 19480 2.77870 0.13321  0.15974  13.23  -0.14   516 1272 Gefion       
 19604 2.76610 0.12326  0.15559  13.88  -0.37   516 1272 Gefion       
 19613 2.76411 0.13044  0.16236  13.48  -0.50   516 1272 Gefion       
 19631 2.77131 0.13257  0.15560  13.70  -0.28   516 1272 Gefion       
 19641 2.72959 0.10796  0.16137  13.26  -1.51   516 1272 Gefion       
 19674 2.80572 0.12927  0.16119  13.22   0.62   516 1272 Gefion       
 19698 2.79944 0.12866  0.15832  12.61   0.59   516 1272 Gefion       
 19740 2.75744 0.13274  0.16336  13.05  -0.81   516 1272 Gefion       
 19820 2.76369 0.13489  0.15818  14.40  -0.33   516 1272 Gefion       
 19829 2.78952 0.13436  0.15542  13.11   0.17   516 1272 Gefion       
 19834 2.76926 0.14050  0.15647  13.43  -0.37   516 1272 Gefion       
 19897 2.74918 0.10629  0.15759  13.72  -0.78   516 1272 Gefion       
 19994 2.77592 0.13076  0.16117  13.15  -0.23   516 1272 Gefion       
 19995 2.79083 0.12470  0.15184  13.25   0.20   516 1272 Gefion       
 19998 2.79834 0.12658  0.16056  13.94   0.30   516 1272 Gefion       
 20087 2.78328 0.12838  0.15846  13.38   0.00   516 1272 Gefion       
 20098 2.77810 0.13224  0.16177  12.48  -0.23   516 1272 Gefion       
 20119 2.76670 0.13571  0.15868  13.98  -0.34   516 1272 Gefion       
 20200 2.76747 0.13616  0.15749  13.77  -0.36   516 1272 Gefion       
 20385 2.77794 0.12714  0.15540  13.57  -0.14   516 1272 Gefion       
 20524 2.77950 0.12784  0.16042  12.77  -0.15   516 1272 Gefion       
 20558 2.77893 0.12552  0.15653  13.34  -0.13   516 1272 Gefion       
 20684 2.78190 0.13716  0.15689  13.56  -0.05   516 1272 Gefion       
 20687 2.73693 0.10192  0.16057  13.78  -1.03   516 1272 Gefion       
