,id,m,c_param,fam_num,par_num,name,pdes,H,diameter,albedo,rot_per,BV,UB,IR,spec_B,spec_T,e,a,q,i
732,131347,14.52,-0.04,516,1272,Gefion,131347,14.97,3.326,0.253,,,,,,,0.0999,2.782,2.504,9.95
733,132507,15.08,0.27,516,1272,Gefion,132507,15.48,,,,,,,,,0.1174,2.803,2.474,10.4
734,132673,15.24,-0.35,516,1272,Gefion,132673,15.56,,,,,,,,,0.1292,2.754,2.398,7.98
735,133201,15.02,-0.25,516,1272,Gefion,133201,15.27,,,,,,,,,0.1307,2.765,2.403,9.51
736,133284,14.77,-0.29,516,1272,Gefion,133284,15.22,,,,,,,,,0.1455,2.763,2.361,8.34
737,133314,15.78,-0.46,516,1272,Gefion,133314,16.02,,,,,,,,,0.1137,2.732,2.421,8.58
738,133334,15.07,-0.17,516,1272,Gefion,133334,15.43,,,,,,,,,0.1068,2.77,2.474,8.1
739,133390,15.39,-0.3,516,1272,Gefion,133390,15.56,,,,,,,,,0.109,2.755,2.455,9.34
740,133669,15.11,-0.31,516,1272,Gefion,133669,15.45,,,,,,,,,0.1324,2.758,2.393,9.17
741,134222,14.95,-0.36,516,1272,Gefion,134222,15.29,,,4.38,,,,,,0.1105,2.755,2.451,8.41
742,134268,15.52,-0.31,516,1272,Gefion,134268,15.8,,,,,,,,,0.1236,2.752,2.412,8.09
743,134312,15.19,0.22,516,1272,Gefion,134312,15.46,,,,,,,,,0.1497,2.804,2.384,9.23
744,134499,14.86,0.04,516,1272,Gefion,134499,15.26,,,,,,,,,0.1238,2.785,2.44,9.76
745,134789,15.46,-0.17,516,1272,Gefion,134789,15.77,,,,,,,,,0.1437,2.765,2.368,9.28
746,134801,14.95,-0.54,516,1272,Gefion,134801,15.33,,,,,,,,,0.0842,2.74,2.51,9.56
747,134923,15.14,-0.37,516,1272,Gefion,134923,15.5,2.545,0.189,,,,,,,0.1419,2.752,2.361,10.48
748,135018,14.99,-0.67,516,1272,Gefion,135018,15.33,,,,,,,,,0.1363,2.729,2.357,9.77
749,135050,15.12,-0.76,516,1272,Gefion,135050,15.57,,,,,,,,,0.1035,2.722,2.44,9.22
750,135069,15.07,0.19,516,1272,Gefion,135069,15.36,,,5.33,,,,,,0.1529,2.799,2.371,9.81
751,135585,14.97,-0.4,516,1272,Gefion,135585,15.26,,,,,,,,,0.1355,2.752,2.379,10.33
752,135587,15.44,-0.07,516,1272,Gefion,135587,15.72,2.593,0.166,,,,,,,0.0873,2.777,2.534,10.11
753,135879,15.12,-0.31,516,1272,Gefion,135879,15.57,,,,,,,,,0.1414,2.756,2.367,9.44
754,135980,15.41,0.18,516,1272,Gefion,135980,15.66,,,,,,,,,0.1159,2.802,2.477,10.16
755,136103,14.93,-0.16,516,1272,Gefion,136103,15.45,,,,,,,,,0.1032,2.774,2.488,9.58
756,136382,15.38,-0.51,516,1272,Gefion,136382,15.75,,,,,,,,,0.14,2.734,2.351,8.35
757,136652,15.23,-0.44,516,1272,Gefion,136652,15.59,,,,,,,,,0.1303,2.745,2.387,10.48
758,138297,15.54,-0.19,516,1272,Gefion,138297,15.86,,,,,,,,,0.1069,2.763,2.468,9.17
759,138396,14.91,-0.43,516,1272,Gefion,138396,15.45,,,,,,,,,0.0889,2.749,2.504,9.48
760,138435,14.96,-0.65,516,1272,Gefion,138435,15.26,,,,,,,,,0.12,2.736,2.407,9.77
761,138442,14.59,-0.6,516,1272,Gefion,138442,14.98,2.685,0.323,,,,,,,0.1447,2.746,2.348,10.33
762,138456,15.01,-0.58,516,1272,Gefion,138456,15.49,5.261,0.058,,,,,,,0.1397,2.739,2.357,9.42
763,138541,15.34,-0.69,516,1272,Gefion,138541,15.61,,,,,,,,,0.1359,2.718,2.348,10.54
764,139363,15.39,-0.37,516,1272,Gefion,139363,15.63,,,,,,,,,0.1078,2.747,2.451,8.57
765,139414,15.62,-0.12,516,1272,Gefion,139414,15.85,,,,,,,,,0.1349,2.769,2.396,9.84
766,139523,14.69,0.25,516,1272,Gefion,139523,15.01,,,,,,,,,0.1398,2.8,2.408,9.92
767,139581,15.56,-0.57,516,1272,Gefion,139581,15.76,,,,,,,,,0.0924,2.726,2.474,10.23
768,139591,15.68,-0.31,516,1272,Gefion,139591,16.06,,,,,,,,,0.1448,2.75,2.352,8.1
769,139642,15.23,-0.66,516,1272,Gefion,139642,15.56,5.375,0.046,,,,,,,0.1188,2.725,2.402,10.05
770,139676,15.13,0.12,516,1272,Gefion,139676,15.41,,,,,,,,,0.1154,2.792,2.469,8.18
771,139692,15.23,-0.09,516,1272,Gefion,139692,15.62,,,,,,,,,0.1533,2.775,2.349,8.16
772,139780,15.71,-0.43,516,1272,Gefion,139780,16.02,,,,,,,,,0.1505,2.736,2.324,8.21
773,139950,15.32,-0.08,516,1272,Gefion,139950,15.79,,,,,,,,,0.1496,2.776,2.36,10.1
774,140079,15.27,-0.18,516,1272,Gefion,140079,15.7,,,,,,,,,0.1502,2.766,2.351,8.83
775,140140,14.99,0.39,516,1272,Gefion,140140,15.42,2.436,0.272,,,,,,,0.1352,2.813,2.432,8.69
776,140189,15.19,-0.51,516,1272,Gefion,140189,15.76,,,,,,,,,0.095,2.741,2.48,9.59
777,140275,14.53,0.06,516,1272,Gefion,140275,15.02,3.394,0.222,,,,,,,0.1374,2.787,2.404,9.28
778,140289,14.64,0.08,516,1272,Gefion,140289,15.05,2.617,0.373,,,,,,,0.1503,2.789,2.37,7.88
779,140432,14.91,0.16,516,1272,Gefion,140432,15.31,2.589,0.264,26.002,,,,,,0.1182,2.794,2.464,7.95
780,140592,15.33,0.27,516,1272,Gefion,140592,15.86,,,,,,,,,0.1202,2.806,2.469,8.67
781,140674,15.1,-0.32,516,1272,Gefion,140674,15.42,,,,,,,,,0.1349,2.757,2.386,10.6
782,140856,15.6,0.0,516,1272,Gefion,140856,16.28,,,,,,,,,0.0889,2.783,2.536,9.42
783,141356,15.48,-0.46,516,1272,Gefion,141356,15.73,,,,,,,,,0.1387,2.737,2.358,8.2
784,142766,15.79,0.0,516,1272,Gefion,142766,16.07,,,,,,,,,0.1476,2.783,2.372,9.64
785,143121,15.58,-0.03,516,1272,Gefion,143121,15.94,3.972,0.064,,,,,,,0.1262,2.779,2.428,9.74
786,143244,15.42,-0.13,516,1272,Gefion,143244,15.77,,,,,,,,,0.1061,2.77,2.476,10.35
787,143252,15.11,0.12,516,1272,Gefion,143252,15.4,,,,,,,,,0.1009,2.794,2.512,8.23
788,143414,15.53,-0.45,516,1272,Gefion,143414,15.99,,,,,,,,,0.1161,2.739,2.421,10.0
789,143450,14.8,-0.48,516,1272,Gefion,143450,15.24,,,,,,,,,0.0839,2.752,2.521,8.47
790,144089,14.92,0.0,516,1272,Gefion,144089,15.38,,,,,,,,,0.1346,2.782,2.407,8.55
791,144473,15.15,-0.57,516,1272,Gefion,144473,15.53,,,,,,,,,0.1204,2.734,2.405,8.33
792,144504,15.7,-0.4,516,1272,Gefion,144504,15.98,,,,,,,,,0.1451,2.74,2.342,9.28
793,144714,15.04,-0.09,516,1272,Gefion,144714,15.46,,,,,,,,,0.0934,2.775,2.516,9.89
794,145047,15.61,-0.33,516,1272,Gefion,145047,16.05,3.9,0.061,,,,,,,0.0973,2.748,2.481,8.9
795,145477,15.17,-0.68,516,1272,Gefion,145477,15.37,,,,,,,,,0.1542,2.723,2.303,10.2
796,145561,15.44,-0.29,516,1272,Gefion,145561,15.79,,,,,,,,,0.1384,2.754,2.373,10.53
797,145726,15.43,-0.3,516,1272,Gefion,145726,15.94,,,,,,,,,0.1487,2.755,2.345,9.48
798,146468,15.36,-0.49,516,1272,Gefion,146468,15.98,,,,,,,,,0.1469,2.738,2.336,8.5
799,146524,14.86,0.31,516,1272,Gefion,146524,15.38,,,,,,,,,0.1547,2.807,2.373,9.31
800,146587,15.01,-0.62,516,1272,Gefion,146587,15.48,4.854,0.068,,,,,,,0.1186,2.735,2.411,7.89
801,146599,15.36,-0.28,516,1272,Gefion,146599,15.64,2.483,0.198,,,,,,,0.145,2.757,2.358,8.24
802,146630,15.35,-0.6,516,1272,Gefion,146630,16.03,4.186,0.064,9.386,,,,,,0.1437,2.727,2.335,8.21
803,146632,14.89,-0.07,516,1272,Gefion,146632,15.48,,,,,,,,,0.1399,2.779,2.39,10.59
804,146664,15.53,-0.06,516,1272,Gefion,146664,16.0,,,,,,,,,0.1107,2.779,2.471,8.72
805,146671,15.56,-0.5,516,1272,Gefion,146671,15.95,,,,,,,,,0.1485,2.732,2.326,8.06
806,146706,15.34,-0.61,516,1272,Gefion,146706,15.62,,,,,,,,,0.1323,2.727,2.366,8.62
807,146742,15.46,-0.62,516,1272,Gefion,146742,15.88,,,,,,,,,0.1393,2.723,2.343,10.09
808,147292,15.55,-0.38,516,1272,Gefion,147292,15.98,,,,,,,,,0.1253,2.745,2.401,8.22
809,147315,15.17,0.15,516,1272,Gefion,147315,15.85,,,,,,,,,0.1185,2.795,2.464,8.35
810,147326,15.27,0.0,516,1272,Gefion,147326,15.79,,,,,,,,,0.0978,2.785,2.513,9.08
811,147370,16.04,-0.24,516,1272,Gefion,147370,16.29,,,,,,,,,0.1279,2.754,2.401,9.85
812,147373,16.26,-0.17,516,1272,Gefion,147373,16.34,,,,,,,,,0.0898,2.762,2.513,8.21
813,147401,15.1,0.32,516,1272,Gefion,147401,15.34,,,,,,,,,0.0864,2.812,2.569,9.96
814,147661,15.09,0.14,516,1272,Gefion,147661,15.53,2.813,0.204,,,,,,,0.1314,2.796,2.429,10.24
815,148713,15.19,-0.74,516,1272,Gefion,148713,15.4,,,,,,,,,0.1106,2.719,2.418,8.93
816,148739,15.46,-0.1,516,1272,Gefion,148739,15.85,,,,,,,,,0.1137,2.775,2.46,8.5
817,148740,14.81,-0.64,516,1272,Gefion,148740,15.28,,,92.743,,,,,,0.1368,2.736,2.362,9.14
818,148755,15.66,-0.33,516,1272,Gefion,148755,16.03,,,,,,,,,0.1485,2.747,2.339,9.07
819,148997,15.38,-0.08,516,1272,Gefion,148997,15.61,,,,,,,,,0.1096,2.777,2.473,8.43
820,149551,15.44,-0.43,516,1272,Gefion,149551,15.7,,,,,,,,,0.0973,2.741,2.475,9.98
821,149749,15.37,-0.69,516,1272,Gefion,149749,15.72,,,,,,,,,0.1261,2.717,2.375,10.14
822,149886,15.53,-0.46,516,1272,Gefion,149886,15.81,,,,,,,,,0.1113,2.736,2.432,8.48
823,149906,15.54,-0.14,516,1272,Gefion,149906,15.73,,,,,,,,,0.0971,2.771,2.502,8.57
824,150065,16.09,-0.02,516,1272,Gefion,150065,16.17,,,,,,,,,0.1554,2.781,2.349,9.5
825,150117,15.13,0.12,516,1272,Gefion,150117,15.51,,,,,,,,,0.1014,2.795,2.512,9.26
826,150540,15.43,-0.16,516,1272,Gefion,150540,15.79,,,,,,,,,0.1537,2.768,2.342,8.36
827,151134,15.25,-0.16,516,1272,Gefion,151134,15.64,,,,,,,,,0.0962,2.77,2.503,10.14
828,151294,15.28,0.27,516,1272,Gefion,151294,15.64,,,,,,,,,0.1232,2.811,2.464,8.58
829,151810,15.12,-0.51,516,1272,Gefion,151810,15.37,,,,,,,,,0.115,2.739,2.424,8.98
830,152046,15.36,-0.34,516,1272,Gefion,152046,15.8,,,,,,,,,0.1421,2.749,2.358,9.57
831,152529,15.58,0.04,516,1272,Gefion,152529,15.78,,,,,,,,,0.0931,2.789,2.53,7.99
832,152677,14.99,-0.19,516,1272,Gefion,152677,15.31,,,,,,,,,0.0986,2.768,2.495,9.94
833,153121,15.18,0.29,516,1272,Gefion,153121,15.55,,,,,,,,,0.1352,2.809,2.429,8.36
834,154048,15.07,-0.34,516,1272,Gefion,154048,15.57,,,,,,,,,0.1174,2.755,2.431,8.43
835,154053,15.86,-0.02,516,1272,Gefion,154053,16.04,,,,,,,,,0.1179,2.781,2.453,9.29
836,154130,15.01,0.38,516,1272,Gefion,154130,15.42,,,,,,,,,0.093,2.814,2.552,8.17
837,154501,15.3,-0.46,516,1272,Gefion,154501,15.54,,,,,,,,,0.124,2.74,2.4,10.29
838,154886,15.35,-0.46,516,1272,Gefion,154886,15.65,,,,,,,,,0.1412,2.738,2.352,8.49
839,155220,15.7,-0.18,516,1272,Gefion,155220,16.04,,,,,,,,,0.1207,2.764,2.43,7.71
840,155407,15.84,-0.39,516,1272,Gefion,155407,16.05,,,,,,,,,0.1478,2.738,2.333,8.1
841,155442,15.34,-0.23,516,1272,Gefion,155442,15.81,,,,,,,,,0.0961,2.762,2.497,9.95
842,155541,14.93,-0.15,516,1272,Gefion,155541,15.43,,,,,,,,,0.144,2.771,2.372,8.59
843,155569,15.42,0.1,516,1272,Gefion,155569,15.71,,,,,,,,,0.1239,2.792,2.446,9.53
844,155765,15.58,-0.06,516,1272,Gefion,155765,16.0,,,,,,,,,0.1377,2.776,2.394,8.24
845,156594,14.65,0.18,516,1272,Gefion,156594,15.06,3.063,0.248,,,,,,,0.1547,2.794,2.362,9.95
846,157295,15.27,-0.7,516,1272,Gefion,157295,15.58,,,,,,,,,0.0939,2.72,2.465,8.09
847,157331,15.33,0.02,516,1272,Gefion,157331,15.48,,,,,,,,,0.103,2.785,2.498,9.35
848,157353,15.38,-0.52,516,1272,Gefion,157353,15.76,,,,,,,,,0.1544,2.735,2.313,9.92
849,157582,15.9,-0.38,516,1272,Gefion,157582,16.22,,,,,,,,,0.1169,2.737,2.417,7.96
850,158512,15.3,-0.49,516,1272,Gefion,158512,15.71,,,,,,,,,0.1089,2.738,2.44,9.61
851,158530,15.77,-0.17,516,1272,Gefion,158530,16.09,,,,,,,,,0.0904,2.763,2.513,8.86
852,158544,15.09,-0.11,516,1272,Gefion,158544,15.44,,,,,,,,,0.1538,2.774,2.347,9.34
853,158552,15.48,0.04,516,1272,Gefion,158552,15.69,,,,,,,,,0.0968,2.788,2.518,8.13
854,158992,15.79,-0.44,516,1272,Gefion,158992,16.13,3.908,0.05,,,,,,,0.1226,2.732,2.397,8.98
855,159252,15.48,-0.44,516,1272,Gefion,159252,15.74,,,,,,,,,0.1283,2.739,2.388,10.51
856,159655,15.45,-0.13,516,1272,Gefion,159655,15.63,,,,,,,,,0.1043,2.769,2.48,10.13
857,159670,15.01,0.13,516,1272,Gefion,159670,15.31,,,,,,,,,0.1041,2.793,2.502,10.37
858,160346,15.4,0.06,516,1272,Gefion,160346,15.65,,,,,,,,,0.1082,2.789,2.487,8.08
859,160450,15.98,-0.2,516,1272,Gefion,160450,16.05,,,,,,,,,0.1335,2.758,2.39,9.5
860,161605,15.78,-0.65,516,1272,Gefion,161605,16.03,,,,,,,,,0.0937,2.71,2.456,9.17
861,162122,15.33,-0.65,516,1272,Gefion,162122,15.65,,,,,,,,,0.1509,2.723,2.312,8.54
862,162863,15.19,-0.18,516,1272,Gefion,162863,15.53,,,,,,,,,0.0941,2.768,2.507,9.21
863,162872,14.99,-0.15,516,1272,Gefion,162872,15.36,2.563,0.224,21.0204,,,,,,0.091,2.771,2.519,9.22
864,162875,15.21,0.1,516,1272,Gefion,162875,15.31,2.88,0.177,,,,,,,0.0928,2.793,2.534,7.97
865,162879,15.77,-0.28,516,1272,Gefion,162879,16.01,,,,,,,,,0.0997,2.75,2.476,9.26
866,163391,15.17,-0.15,516,1272,Gefion,163391,15.54,,,,,,,,,0.1049,2.771,2.48,7.84
867,163404,15.49,0.21,516,1272,Gefion,163404,15.74,2.384,0.179,,,,,,,0.0981,2.803,2.528,9.46
868,163860,15.42,-0.48,516,1272,Gefion,163860,15.87,3.375,0.081,,,,,,,0.0978,2.737,2.47,8.35
869,163863,15.21,-0.49,516,1272,Gefion,163863,15.59,,,,,,,,,0.1297,2.742,2.386,8.03
870,164180,15.12,0.21,516,1272,Gefion,164180,15.42,,,,,,,,,0.1421,2.803,2.405,9.88
871,164755,15.06,-0.61,516,1272,Gefion,164755,15.45,,,3.65,,,,,,0.1448,2.734,2.338,7.94
872,165036,15.15,0.18,516,1272,Gefion,165036,15.54,2.489,0.26,,,,,,,0.086,2.798,2.557,9.13
873,165046,15.32,-0.37,516,1272,Gefion,165046,15.73,,,,,,,,,0.1163,2.748,2.429,9.54
874,165076,15.65,-0.05,516,1272,Gefion,165076,15.94,,,1.33,,,,,,0.0846,2.778,2.543,9.64
875,165078,15.64,0.15,516,1272,Gefion,165078,15.99,,,,,,,,,0.1155,2.799,2.476,9.09
876,166494,15.68,-0.61,516,1272,Gefion,166494,16.05,,,,,,,,,0.1204,2.716,2.389,7.87
877,166539,15.08,-0.21,516,1272,Gefion,166539,15.58,,,,,,,,,0.1073,2.766,2.469,8.96
878,166598,15.43,-0.46,516,1272,Gefion,166598,15.76,2.698,0.088,,,,,,,0.1482,2.739,2.333,10.12
879,166669,14.95,0.19,516,1272,Gefion,166669,15.45,,,,,,,,,0.1341,2.8,2.425,8.24
880,167327,15.37,-0.69,516,1272,Gefion,167327,15.77,,,,,,,,,0.0969,2.719,2.455,8.34
881,167940,15.49,-0.27,516,1272,Gefion,167940,15.8,,,,,,,,,0.1042,2.756,2.469,9.61
882,167947,15.59,-0.38,516,1272,Gefion,167947,15.88,,,,,,,,,0.0989,2.743,2.472,8.82
883,168148,15.85,0.22,516,1272,Gefion,168148,16.08,,,,,,,,,0.1115,2.808,2.495,9.41
884,168616,15.67,0.11,516,1272,Gefion,168616,15.83,,,,,,,,,0.1311,2.797,2.43,8.06
885,168662,15.29,0.35,516,1272,Gefion,168662,15.6,2.305,0.23,,,,,,,0.0876,2.813,2.567,9.77
886,168709,15.38,-0.25,516,1272,Gefion,168709,15.75,,,,,,,,,0.1054,2.759,2.468,9.67
887,169102,15.58,0.0,516,1272,Gefion,169102,15.87,2.225,0.187,,,,,,,0.1188,2.784,2.453,9.16
888,169124,15.42,-0.02,516,1272,Gefion,169124,15.75,,,,,,,,,0.1548,2.781,2.35,9.84
889,169818,15.53,-0.53,516,1272,Gefion,169818,15.87,,,,,,,,,0.1138,2.729,2.418,10.03
890,169872,15.35,0.29,516,1272,Gefion,169872,15.84,,,,,,,,,0.1427,2.813,2.411,8.57
891,169884,15.53,-0.05,516,1272,Gefion,169884,15.88,,,,,,,,,0.1356,2.78,2.403,8.54
892,169959,15.26,-0.59,516,1272,Gefion,169959,15.74,,,,,,,,,0.1462,2.729,2.33,8.43
893,170660,15.56,0.11,516,1272,Gefion,170660,15.78,,,,,,,,,0.1183,2.794,2.464,10.33
894,171070,15.24,0.21,516,1272,Gefion,171070,15.57,,,,,,,,,0.1108,2.801,2.491,9.3
895,171131,15.78,-0.07,516,1272,Gefion,171131,16.04,,,,,,,,,0.1187,2.776,2.446,10.08
896,171133,15.93,-0.45,516,1272,Gefion,171133,16.2,,,,,,,,,0.1096,2.727,2.428,8.36
897,171138,16.42,-0.19,516,1272,Gefion,171138,16.41,,,,,,,,,0.1009,2.754,2.476,8.75
898,171215,15.15,-0.07,516,1272,Gefion,171215,15.58,,,,,,,,,0.0844,2.777,2.543,7.56
899,172262,15.45,-0.12,516,1272,Gefion,172262,15.77,,,,,,,,,0.1552,2.772,2.342,8.76
900,172335,15.32,-0.08,516,1272,Gefion,172335,15.69,,,,,,,,,0.1411,2.776,2.384,10.0
901,172356,14.98,0.4,516,1272,Gefion,172356,15.69,,,,,,,,,0.0936,2.813,2.549,8.37
902,173024,15.39,-0.38,516,1272,Gefion,173024,15.66,,,,,,,,,0.1493,2.746,2.336,8.73
903,173029,15.61,-0.53,516,1272,Gefion,173029,15.93,,,,,,,,,0.1114,2.727,2.423,10.17
904,173041,15.96,-0.5,516,1272,Gefion,173041,16.27,,,,,,,,,0.1349,2.722,2.355,10.14
905,173057,15.38,0.12,516,1272,Gefion,173057,15.73,,,,,,,,,0.1153,2.793,2.471,8.3
906,173757,15.22,-0.07,516,1272,Gefion,173757,15.6,,,,,,,,,0.1076,2.776,2.477,9.7
907,174363,16.2,-0.28,516,1272,Gefion,174363,16.25,,,,,,,,,0.0936,2.745,2.488,10.45
908,174450,15.47,-0.64,516,1272,Gefion,174450,15.79,,,,,,,,,0.1269,2.72,2.375,8.23
909,174462,15.36,-0.05,516,1272,Gefion,174462,15.86,,,,,,,,,0.1034,2.778,2.49,8.26
910,175000,15.27,-0.12,516,1272,Gefion,175000,15.6,2.672,0.156,,,,,,,0.1189,2.771,2.442,10.53
911,175017,15.28,-0.62,516,1272,Gefion,175017,15.7,,,,,,,,,0.1,2.73,2.457,10.18
912,175204,15.25,-0.17,516,1272,Gefion,175204,15.56,2.58,0.201,,,,,,,0.104,2.768,2.48,10.09
913,175293,15.56,0.0,516,1272,Gefion,175293,15.73,,,,,,,,,0.0983,2.782,2.508,8.09
914,175306,15.93,-0.42,516,1272,Gefion,175306,16.13,,,,,,,,,0.1326,2.733,2.371,9.9
915,175486,16.21,-0.44,516,1272,Gefion,175486,16.28,3.313,0.049,,,,,,,0.1308,2.724,2.367,7.73
916,175949,15.34,-0.77,516,1272,Gefion,175949,15.71,,,,,,,,,0.1119,2.711,2.408,9.98
917,176320,15.12,-0.16,516,1272,Gefion,176320,15.66,,,,,,,,,0.0905,2.77,2.519,9.17
918,176370,15.25,-0.35,516,1272,Gefion,176370,15.68,,,,,,,,,0.0867,2.752,2.514,8.71
919,176386,15.48,0.32,516,1272,Gefion,176386,15.89,,,,,,,,,0.1492,2.815,2.395,9.67
920,176722,16.05,-0.25,516,1272,Gefion,176722,16.38,,,,,,,,,0.1532,2.752,2.331,7.66
921,177346,15.13,-0.4,516,1272,Gefion,177346,15.55,,,,,,,,,0.1091,2.748,2.448,10.33
922,177427,15.3,-0.52,516,1272,Gefion,177427,15.74,,,,,,,,,0.0869,2.735,2.497,10.58
923,177503,15.49,-0.6,516,1272,Gefion,177503,15.75,,,,,,,,,0.1334,2.725,2.361,9.68
924,177616,15.38,-0.31,516,1272,Gefion,177616,15.66,,,,,,,,,0.0867,2.754,2.516,8.2
925,179144,15.13,-0.44,516,1272,Gefion,179144,15.65,2.496,0.215,,,,,,,0.1269,2.748,2.399,8.04
926,179654,16.06,-0.43,516,1272,Gefion,179654,16.16,,,,,,,,,0.0934,2.727,2.472,8.88
927,180004,15.72,-0.66,516,1272,Gefion,180004,16.09,,,,,,,,,0.1083,2.711,2.417,10.1
928,180060,15.22,-0.33,516,1272,Gefion,180060,15.81,5.284,0.053,,,,,,,0.1042,2.756,2.469,10.49
929,180073,15.48,0.27,516,1272,Gefion,180073,15.72,,,,,,,,,0.0954,2.809,2.541,7.66
930,180087,15.1,-0.26,516,1272,Gefion,180087,15.46,,,,,,,,,0.0891,2.765,2.519,8.03
931,181084,15.51,-0.59,516,1272,Gefion,181084,15.91,,,,,,,,,0.1285,2.726,2.375,9.93
932,181134,15.29,-0.35,516,1272,Gefion,181134,15.79,,,,,,,,,0.1156,2.756,2.437,9.85
933,181543,15.56,-0.47,516,1272,Gefion,181543,16.09,,,,,,,,,0.0988,2.735,2.465,8.68
934,182133,15.64,-0.25,516,1272,Gefion,182133,15.79,,,,,,,,,0.0883,2.759,2.515,9.52
935,182489,14.66,-0.28,516,1272,Gefion,182489,15.24,,,,,,,,,0.1363,2.765,2.388,8.76
936,183444,15.37,0.11,516,1272,Gefion,183444,15.95,,,,,,,,,0.0982,2.793,2.519,9.92
937,183532,15.07,-0.76,516,1272,Gefion,183532,15.42,,,5.08,,,,,,0.0906,2.72,2.474,9.88
938,183542,16.39,-0.15,516,1272,Gefion,183542,16.46,,,,,,,,,0.145,2.76,2.36,8.55
939,184710,16.12,-0.06,516,1272,Gefion,184710,16.28,,,,,,,,,0.1363,2.78,2.402,8.98
940,185518,15.39,-0.22,516,1272,Gefion,185518,15.74,,,,,,,,,0.0923,2.762,2.507,7.62
941,185896,15.17,-0.62,516,1272,Gefion,185896,15.54,,,,,,,,,0.1283,2.729,2.379,8.23
942,185902,15.51,-0.44,516,1272,Gefion,185902,15.92,,,,,,,,,0.1297,2.737,2.382,9.65
943,186144,15.32,-0.56,516,1272,Gefion,186144,15.96,,,,,,,,,0.1353,2.731,2.361,10.01
944,186261,15.34,0.31,516,1272,Gefion,186261,15.79,,,,,,,,,0.1018,2.814,2.528,7.94
945,186916,15.41,0.17,516,1272,Gefion,186916,15.8,,,,,,,,,0.102,2.804,2.518,9.34
946,187641,16.21,-0.27,516,1272,Gefion,187641,16.3,,,,,,,,,0.135,2.744,2.374,9.59
947,188491,15.92,-0.05,516,1272,Gefion,188491,16.18,,,,,,,,,0.1384,2.777,2.393,10.08
948,188814,15.53,0.04,516,1272,Gefion,188814,15.83,,,,,,,,,0.0933,2.788,2.528,8.12
949,189404,15.95,0.09,516,1272,Gefion,189404,16.16,,,,,,,,,0.0856,2.798,2.558,8.92
950,190102,15.86,-0.11,516,1272,Gefion,190102,16.26,,,,,,,,,0.1517,2.769,2.349,8.5
951,190249,15.91,-0.32,516,1272,Gefion,190249,16.12,,,,,,,,,0.1483,2.743,2.336,9.77
952,190299,15.5,-0.07,516,1272,Gefion,190299,15.72,,,,,,,,,0.1483,2.777,2.365,10.3
953,190414,16.23,-0.14,516,1272,Gefion,190414,16.3,,,,,,,,,0.1549,2.763,2.335,9.02
954,190421,15.24,0.23,516,1272,Gefion,190421,15.74,,,,,,,,,0.1552,2.804,2.369,8.01
955,190680,14.87,-0.77,516,1272,Gefion,190680,15.35,2.552,0.271,,,,,,,0.1088,2.727,2.43,8.74
956,190683,15.21,-0.26,516,1272,Gefion,190683,15.59,,,,,,,,,0.0955,2.761,2.498,8.94
957,191343,15.14,0.09,516,1272,Gefion,191343,15.54,,,,,,,,,0.1451,2.789,2.384,8.26
958,191862,15.32,-0.43,516,1272,Gefion,191862,15.7,,,,,,,,,0.1428,2.745,2.354,8.04
959,192758,15.13,-0.76,516,1272,Gefion,192758,15.52,2.455,0.222,,,,,,,0.1016,2.72,2.444,8.33
960,192791,15.3,-0.67,516,1272,Gefion,192791,15.61,,,,,,,,,0.1274,2.723,2.376,9.69
961,192796,15.35,-0.5,516,1272,Gefion,192796,15.54,2.539,0.19,5.0301,,,,,,0.1306,2.739,2.381,8.45
962,193010,15.48,0.27,516,1272,Gefion,193010,15.72,,,,,,,,,0.1117,2.813,2.498,10.22
963,193575,15.18,-0.34,516,1272,Gefion,193575,15.58,2.451,0.268,,,,,,,0.0898,2.755,2.507,10.08
964,193645,15.41,0.15,516,1272,Gefion,193645,15.79,,,,,,,,,0.0882,2.799,2.553,8.84
965,193725,15.53,-0.47,516,1272,Gefion,193725,15.83,2.173,0.196,,,,,,,0.1038,2.735,2.451,9.97
966,195078,15.26,-0.57,516,1272,Gefion,195078,15.64,,,,,,,,,0.1121,2.732,2.426,8.84
967,195394,15.12,-0.17,516,1272,Gefion,195394,15.66,,,,,,,,,0.1136,2.768,2.454,8.64
968,195397,15.2,-0.21,516,1272,Gefion,195397,15.7,,,,,,,,,0.1308,2.764,2.402,9.13
969,195463,15.41,-0.56,516,1272,Gefion,195463,15.77,,,,,,,,,0.1187,2.729,2.405,9.95
970,195485,15.22,-0.17,516,1272,Gefion,195485,15.64,,,,,,,,,0.0987,2.768,2.494,10.1
971,195506,14.91,0.23,516,1272,Gefion,195506,15.43,,,,,,,,,0.1405,2.799,2.406,10.23
972,195519,15.7,-0.4,516,1272,Gefion,195519,16.0,,,,,,,,,0.085,2.74,2.507,8.74
973,195544,15.18,0.08,516,1272,Gefion,195544,15.65,,,,,,,,,0.144,2.79,2.388,9.38
974,195595,14.89,0.04,516,1272,Gefion,195595,15.42,,,,,,,,,0.144,2.786,2.385,7.88
975,196526,15.23,-0.4,516,1272,Gefion,196526,15.69,,,,,,,,,0.133,2.748,2.383,8.04
976,196529,16.12,-0.41,516,1272,Gefion,196529,16.27,,,,,,,,,0.1385,2.729,2.351,8.24
