"spkid","pdes","H","diameter","albedo","rot_per","BV","UB","IR","spec_B","spec_T","e","a","q","i"
54469883,"2016 EP373",20.11,,,,,,,,,0.1330,2.761,2.394,8.88
54469891,"2016 EX373",18.90,,,,,,,,,0.1419,2.811,2.412,8.61
54469870,"2016 EC374",20.05,,,,,,,,,0.0976,2.787,2.515,3.50
54469873,"2016 EF374",20.79,,,,,,,,,0.1143,2.715,2.404,3.99
54470906,"2016 EO375",20.86,,,,,,,,,0.1326,2.741,2.377,2.27
54470911,"2016 ET375",20.04,,,,,,,,,0.1476,2.786,2.375,3.79
54470914,"2016 EV375",19.54,,,,,,,,,0.0941,2.742,2.484,2.66
54472072,"2016 EU376",19.20,,,,,,,,,0.0851,2.721,2.489,6.00
54472074,"2016 EW376",18.69,,,,,,,,,0.0922,2.806,2.547,6.49
54475711,"2016 ET378",18.77,,,,,,,,,0.1011,2.764,2.485,11.84
54475552,"2016 EE380",18.63,,,,,,,,,0.1081,2.743,2.447,12.95
54475574,"2016 EG380",18.84,,,,,,,,,0.1554,2.748,2.321,7.92
54475597,"2016 EJ381",17.43,,,,,,,,,0.1308,2.763,2.401,4.90
54475666,"2016 EP381",18.15,,,,,,,,,0.0855,2.754,2.518,11.43
54475668,"2016 EP383",18.66,,,,,,,,,0.1180,2.746,2.422,4.52
54475557,"2016 EE385",18.18,,,,,,,,,0.0858,2.719,2.486,2.14
54475647,"2016 EN386",19.20,,,,,,,,,0.1546,2.738,2.315,13.58
54475709,"2016 ES388",18.94,,,,,,,,,0.0889,2.745,2.501,2.32
54480319,"2016 EK393",20.00,,,,,,,,,0.1065,2.779,2.483,2.78
54515459,"2016 EF398",18.31,,,,,,,,,0.1141,2.776,2.459,3.53
54517119,"2016 EK398",18.61,,,,,,,,,0.1462,2.797,2.388,8.10
54520063,"2016 EW398",18.37,,,,,,,,,0.0921,2.794,2.537,10.44
54520218,"2016 EY398",18.50,,,,,,,,,0.1530,2.737,2.318,12.57
54521276,"2016 EZ398",18.47,,,,,,,,,0.1173,2.743,2.421,5.10
54523026,"2016 EH399",18.70,,,,,,,,,0.1386,2.732,2.354,2.36
54523881,"2016 EM399",18.96,,,,,,,,,0.1148,2.744,2.429,4.85
54524359,"2016 EQ399",18.57,,,,,,,,,0.1354,2.749,2.377,3.97
54524662,"2016 ES399",18.41,,,,,,,,,0.1249,2.728,2.387,3.67
54524779,"2016 EW399",18.74,,,,,,,,,0.1381,2.709,2.335,3.20
54525670,"2016 EB400",18.23,,,,,,,,,0.1309,2.715,2.360,3.37
54527331,"2016 EN400",18.71,,,,,,,,,0.1541,2.738,2.316,10.18
54533193,"2016 EL401",19.15,,,,,,,,,0.1523,2.713,2.300,1.99
3748948,"2016 FW17",17.70,,,,,,,,,0.1020,2.774,2.491,9.26
3748631,"2016 FB20",16.80,,,,,,,,,0.1119,2.776,2.465,9.92
3748749,"2016 FK20",18.11,,,,,,,,,0.0952,2.721,2.462,10.04
3748787,"2016 FM24",18.14,,,,,,,,,0.0911,2.759,2.508,3.65
3892130,"2016 FH33",18.44,,,,,,,,,0.0958,2.74,2.478,4.86
3750698,"2016 FF48",18.28,,,,,,,,,0.0893,2.718,2.475,11.82
3749410,"2016 FH48",18.63,,,,,,,,,0.1397,2.738,2.356,5.54
3776176,"2016 FV48",18.80,,,,,,,,,0.1531,2.766,2.342,3.45
3785023,"2016 FY62",17.56,,,,,,,,,0.1492,2.719,2.313,13.46
3928280,"2016 FW68",17.46,,,,,,,,,0.1515,2.718,2.307,6.42
54005322,"2016 FT70",17.61,,,,,,,,,0.1524,2.775,2.352,10.44
54099551,"2016 FM75",18.51,,,,,,,,,0.1455,2.747,2.347,8.73
54147484,"2016 FH78",18.33,,,,,,,,,0.1220,2.717,2.385,13.29
54148621,"2016 FN78",17.75,,,,,,,,,0.1485,2.706,2.304,10.49
54152878,"2016 FR78",17.78,,,,,,,,,0.0909,2.733,2.484,12.56
54168114,"2016 FT79",18.59,,,,,,,,,0.0938,2.713,2.458,5.96
54168591,"2016 FY79",17.89,,,,,,,,,0.1025,2.737,2.457,3.94
54260298,"2016 FX86",17.85,,,,,,,,,0.1226,2.736,2.401,11.62
54260302,"2016 FZ86",18.12,,,,,,,,,0.1297,2.709,2.358,4.23
54262009,"2016 FU88",17.80,,,,,,,,,0.1302,2.805,2.440,14.70
54261969,"2016 FF89",18.59,,,,,,,,,0.1298,2.726,2.372,8.14
54261978,"2016 FJ89",18.66,,,,,,,,,0.0876,2.736,2.496,9.74
54261970,"2016 FF90",18.04,,,,,,,,,0.1182,2.727,2.405,12.68
54264972,"2016 FD92",19.18,,,,,,,,,0.1327,2.737,2.373,3.41
54264978,"2016 FK92",19.01,,,,,,,,,0.1074,2.767,2.470,8.12
54264985,"2016 FR92",18.60,,,,,,,,,0.0993,2.795,2.517,12.60
54264986,"2016 FS92",18.41,,,,,,,,,0.1473,2.762,2.355,3.82
54274077,"2016 FT96",18.46,,,,,,,,,0.1306,2.755,2.395,11.55
54274080,"2016 FU96",18.35,,,,,,,,,0.1456,2.747,2.347,12.45
54274036,"2016 FF97",19.17,,,,,,,,,0.1455,2.782,2.377,6.69
54274093,"2016 FY97",18.47,,,,,,,,,0.0961,2.764,2.498,7.92
54274037,"2016 FF98",19.21,,,,,,,,,0.1495,2.723,2.316,6.30
54285452,"2016 FE104",19.68,,,,,,,,,0.1534,2.727,2.308,4.14
54285541,"2016 FH106",18.97,,,,,,,,,0.1462,2.794,2.385,30.63
54285628,"2016 FL106",18.06,,,,,,,,,0.1157,2.803,2.479,7.49
54285689,"2016 FN107",18.73,,,,,,,,,0.0949,2.75,2.489,4.98
54285875,"2016 FT113",18.25,,,,,,,,,0.1027,2.809,2.521,11.64
54285934,"2016 FV114",17.99,,,,,,,,,0.1483,2.804,2.388,8.44
54286021,"2016 FY114",18.47,,,,,,,,,0.1290,2.776,2.417,8.90
54285608,"2016 FK115",19.58,,,,,,,,,0.1279,2.759,2.406,12.93
54285639,"2016 FL117",18.83,,,,,,,,,0.1266,2.752,2.404,11.46
54285699,"2016 FN117",18.71,,,,,,,,,0.0980,2.75,2.481,9.52
54285350,"2016 FA118",20.08,,,,,,,,,0.1184,2.747,2.422,10.64
54285939,"2016 FV119",18.41,,,,,,,,,0.1365,2.79,2.409,4.65
54285822,"2016 FR120",20.30,,,,,,,,,0.1512,2.747,2.332,7.88
54285614,"2016 FK121",18.19,,,,,,,,,0.1473,2.791,2.380,10.80
54285643,"2016 FL121",18.80,,,,,,,,,0.1424,2.716,2.329,13.92
54285793,"2016 FQ121",19.12,,,,,,,,,0.1332,2.719,2.357,16.51
54285616,"2016 FK123",18.69,,,,,,,,,0.1219,2.768,2.431,12.08
54285356,"2016 FA124",20.18,,,,,,,,,0.1345,2.724,2.358,13.02
54285973,"2016 FW124",18.99,,,,,,,,,0.1310,2.773,2.410,12.17
54285590,"2016 FJ126",18.71,,,,,,,,,0.1479,2.741,2.335,6.67
54285975,"2016 FW126",18.12,,,,,,,,,0.1436,2.801,2.399,14.66
54285446,"2016 FD127",18.64,,,,,,,,,0.1035,2.718,2.437,11.25
54285593,"2016 FJ129",19.44,,,,,,,,,0.1354,2.707,2.341,11.39
54285862,"2016 FS130",19.41,,,,,,,,,0.1227,2.737,2.401,7.56
54294551,"2016 FH131",18.23,,,,,,,,,0.0860,2.814,2.572,7.57
54298427,"2016 FV133",18.78,,,,,,,,,0.1066,2.794,2.496,35.94
54298122,"2016 FE135",19.05,,,,,,,,,0.1218,2.719,2.388,11.23
54298351,"2016 FR135",19.11,,,,,,,,,0.1360,2.758,2.382,7.93
54298123,"2016 FE136",19.43,,,,,,,,,0.1414,2.732,2.346,12.58
54298166,"2016 FG140",20.01,,,,,,,,,0.1536,2.722,2.304,7.90
54298150,"2016 FF143",18.93,,,,,,,,,0.0834,2.725,2.498,6.44
54298169,"2016 FG143",19.47,,,,,,,,,0.1098,2.707,2.410,10.55
54298359,"2016 FR143",19.68,,,,,,,,,0.1343,2.809,2.432,7.17
54298156,"2016 FF149",18.29,,,,,,,,,0.1406,2.74,2.355,12.87
54299726,"2016 FU151",17.94,,,,,,,,,0.1265,2.779,2.428,9.85
54302082,"2016 FX151",18.14,,,,,,,,,0.1221,2.721,2.389,11.02
54305989,"2016 FJ152",18.07,,,,,,,,,0.1314,2.734,2.375,11.43
54305990,"2016 FK152",17.83,,,,,,,,,0.1086,2.754,2.455,9.02
54308360,"2016 FT152",18.54,,,,,,,,,0.1260,2.755,2.407,18.12
54308361,"2016 FU152",18.42,,,,,,,,,0.0937,2.727,2.472,5.31
54308364,"2016 FX152",18.00,,,,,,,,,0.1210,2.765,2.430,11.79
54308365,"2016 FY152",18.36,,,,,,,,,0.0975,2.761,2.492,10.02
54309533,"2016 FD153",18.44,,,,,,,,,0.1297,2.746,2.390,5.37
54309543,"2016 FO153",18.63,,,,,,,,,0.1438,2.742,2.348,6.48
54309545,"2016 FQ153",18.84,,,,,,,,,0.1336,2.794,2.421,9.65
54313063,"2016 FE154",17.93,,,,,,,,,0.1187,2.81,2.477,19.29
54316770,"2016 FJ154",18.18,,,,,,,,,0.0927,2.705,2.455,7.23
54318762,"2016 FX154",18.13,,,,,,,,,0.1096,2.714,2.417,13.09
54318763,"2016 FY154",17.98,,,,,,,,,0.1508,2.755,2.339,11.16
54322347,"2016 FN155",17.97,,,,,,,,,0.0971,2.735,2.470,12.53
54333522,"2016 FO156",17.95,,,,,,,,,0.1516,2.773,2.352,8.69
54334208,"2016 FT156",18.76,,,,,,,,,0.1402,2.745,2.360,14.45
54334779,"2016 FV156",18.42,,,,,,,,,0.0853,2.775,2.538,2.65
54342927,"2016 FW157",18.44,,,,,,,,,0.0949,2.709,2.452,4.88
54343641,"2016 FC158",18.61,,,,,,,,,0.1447,2.757,2.358,14.61
54343673,"2016 FK161",19.03,,,,,,,,,0.1292,2.782,2.422,4.24
54351051,"2016 FD163",18.85,,,,,,,,,0.1439,2.739,2.345,24.51
54351957,"2016 FT163",18.63,,,,,,,,,0.0917,2.758,2.506,7.89
54367496,"2016 FY165",18.75,,,,,,,,,0.1528,2.774,2.350,12.73
54374998,"2016 FN166",18.27,,,,,,,,,0.1045,2.773,2.483,3.83
54394260,"2016 FR170",18.62,,,,,,,,,0.1309,2.791,2.425,12.20
54399617,"2016 FP171",18.21,,,,,,,,,0.1093,2.805,2.499,7.16
54402503,"2016 FT171",18.54,,,,,,,,,0.1267,2.749,2.401,3.51
54403891,"2016 FV171",18.72,,,,,,,,,0.1439,2.768,2.370,3.95
54404476,"2016 FZ171",18.13,,,,,,,,,0.1246,2.771,2.425,8.23
54427623,"2016 FO174",18.99,,,,,,,,,0.1092,2.788,2.484,9.25
54434015,"2016 FQ176",18.76,,,,,,,,,0.0941,2.765,2.505,2.60
54461544,"2016 FS180",19.42,,,,,,,,,0.1542,2.768,2.341,6.82
54463603,"2016 FJ183",19.04,,,,,,,,,0.0940,2.764,2.504,3.19
54463611,"2016 FR183",19.02,,,,,,,,,0.1091,2.751,2.451,4.04
54464299,"2016 FA184",20.20,,,,,,,,,0.1264,2.738,2.392,13.32
54464322,"2016 FS184",19.79,,,,,,,,,0.0998,2.794,2.515,7.56
54464333,"2016 FY184",20.75,,,,,,,,,0.1544,2.762,2.336,8.30
54475807,"2016 FM188",19.73,,,,,,,,,0.1438,2.761,2.364,8.31
54513131,"2016 FG194",18.79,,,,,,,,,0.1179,2.755,2.430,11.29
54513148,"2016 FJ195",19.50,,,,,,,,,0.0834,2.747,2.518,14.18
54513113,"2016 FD199",19.11,,,,,,,,,0.1047,2.738,2.451,9.67
54513176,"2016 FM199",19.45,,,,,,,,,0.1144,2.715,2.404,2.82
54513137,"2016 FG200",19.98,,,,,,,,,0.1114,2.762,2.454,7.63
54520405,"2016 FP201",18.68,,,,,,,,,0.1556,2.775,2.343,6.53
54520406,"2016 FQ201",18.13,,,,,,,,,0.1134,2.779,2.464,9.75
54527782,"2016 FB202",17.86,,,,,,,,,0.1047,2.75,2.462,9.52
54530062,"2016 FD202",19.73,,,,,,,,,0.1104,2.747,2.444,3.91
54532757,"2016 FK202",18.80,,,,,,,,,0.1524,2.735,2.318,8.87
54182509,"2016 GU12",17.96,,,,,,,,,0.0925,2.745,2.491,4.21
54146731,"2016 GF18",18.39,,,,,,,,,0.1136,2.759,2.446,5.01
3749863,"2016 GH19",18.24,,,,,,,,,0.1315,2.752,2.390,3.87
54428457,"2016 GV19",18.73,,,,,,,,,0.0838,2.774,2.541,2.72
54027580,"2016 GY21",18.43,,,,,,,,,0.0844,2.738,2.507,3.46
3751220,"2016 GB33",17.82,,,,,,,,,0.1422,2.763,2.370,25.71
54390768,"2016 GU35",18.99,,,,,,,,,0.1383,2.732,2.354,2.25
3750039,"2016 GM37",18.53,,,,,,,,,0.1489,2.765,2.353,3.94
3751288,"2016 GH46",18.29,,,,,,,,,0.0888,2.714,2.473,5.40
54310266,"2016 GC48",18.19,,,,,,,,,0.1081,2.721,2.427,12.77
3751321,"2016 GL49",18.00,,,,,,,,,0.0849,2.727,2.496,9.03
3750270,"2016 GR52",17.55,,,,,,,,,0.1162,2.807,2.480,13.70
3751211,"2016 GA55",19.05,,,,,,,,,0.1121,2.767,2.456,2.44
3751401,"2016 GS61",17.90,,,,,,,,,0.1095,2.756,2.454,0.64
3749580,"2016 GA63",18.10,,,,,,,,,0.1540,2.812,2.379,15.20
3749887,"2016 GH69",18.68,,,,,,,,,0.1243,2.765,2.421,12.15
3751115,"2016 GV73",17.78,,,,,,,,,0.1199,2.716,2.390,5.71
3750607,"2016 GY74",18.37,,,,,,,,,0.1450,2.756,2.357,5.34
3749931,"2016 GJ75",18.04,,,,,,,,,0.1446,2.725,2.331,4.74
54207321,"2016 GW79",18.35,,,,,,,,,0.1049,2.766,2.476,3.82
54171452,"2016 GO80",18.47,,,,,,,,,0.0988,2.723,2.454,8.99
3750875,"2016 GG81",18.66,,,,,,,,,0.1276,2.744,2.394,8.94
54182534,"2016 GY85",18.19,,,,,,,,,0.1121,2.795,2.482,4.11
54537457,"2016 GE89",19.22,,,,,,,,,0.1396,2.737,2.355,4.62
54375166,"2016 GJ96",18.10,,,,,,,,,0.0920,2.75,2.496,4.88
54156999,"2016 GO96",18.15,,,,,,,,,0.0880,2.8,2.554,10.32
54390945,"2016 GE97",18.56,,,,,,,,,0.1386,2.743,2.363,4.56
3956255,"2016 GZ99",17.73,,,,,,,,,0.1002,2.764,2.487,5.10
3752128,"2016 GH103",18.20,,,,,,,,,0.1131,2.766,2.453,5.10
54414786,"2016 GL111",18.49,,,,,,,,,0.1327,2.744,2.380,8.37
54451811,"2016 GG113",18.87,,,,,,,,,0.1218,2.75,2.415,7.79
3750518,"2016 GX116",17.77,,,,,,,,,0.1298,2.796,2.433,11.84
3750936,"2016 GL117",18.00,,,,,,,,,0.0965,2.766,2.499,4.28
3751025,"2016 GQ117",17.74,,,,,,,,,0.1049,2.805,2.511,10.75
3751186,"2016 GZ117",18.37,,,,,,,,,0.1279,2.728,2.379,10.35
3750898,"2016 GJ123",18.57,,,,,,,,,0.1543,2.793,2.362,3.38
3750250,"2016 GR131",17.99,,,,,,,,,0.1005,2.73,2.455,2.54
54182522,"2016 GX137",19.29,,,,,,,,,0.1424,2.708,2.322,4.74
54031003,"2016 GD140",18.10,,,,,,,,,0.1460,2.776,2.371,4.77
54160248,"2016 GZ151",18.20,,,,,,,,,0.1387,2.737,2.357,3.53
54182524,"2016 GX154",18.31,,,,,,,,,0.1192,2.742,2.415,15.22
54223068,"2016 GB160",18.00,,,,,,,,,0.0994,2.76,2.486,9.63
54350620,"2016 GG163",18.65,,,,,,,,,0.1300,2.739,2.383,8.05
3751869,"2016 GB167",18.29,,,,,,,,,0.1161,2.757,2.437,6.36
54007692,"2016 GM178",17.92,,,,,,,,,0.1474,2.74,2.336,16.95
3883696,"2016 GX178",18.18,,,,,,,,,0.1063,2.718,2.429,6.80
54527230,"2016 GE179",18.23,,,,,,,,,0.1317,2.717,2.359,9.38
3752534,"2016 GK183",17.77,,,,,,,,,0.1243,2.77,2.426,8.93
3883691,"2016 GT184",17.63,,,,,,,,,0.1064,2.739,2.448,12.54
54532448,"2016 GV184",18.37,,,,,,,,,0.1113,2.706,2.405,9.95
54421447,"2016 GS194",18.41,,,,,,,,,0.0965,2.758,2.492,5.21
54031017,"2016 GJ196",18.30,,,,,,,,,0.1438,2.747,2.352,4.59
54027567,"2016 GW196",18.61,,,,,,,,,0.1076,2.756,2.460,5.88
54528749,"2016 GG201",18.37,,,,,,,,,0.1479,2.713,2.312,9.48
54147222,"2016 GX203",18.04,,,,,,,,,0.0899,2.809,2.557,5.79
3751702,"2016 GW210",18.13,,,,,,,,,0.1470,2.793,2.382,14.85
3751623,"2016 GK211",19.21,,,,,,,,,0.1396,2.728,2.347,8.25
3751691,"2016 GU213",18.04,,,,,,,,,0.1470,2.742,2.339,8.25
3855489,"2016 GN226",17.81,,,,,,,,,0.0885,2.73,2.488,10.18
54027470,"2016 GB230",18.02,,,,,,,,,0.1338,2.743,2.376,3.04
3868195,"2016 GQ239",17.73,,,,,,,,,0.1265,2.757,2.408,14.19
3752318,"2016 GP249",18.26,,,,,,,,,0.1428,2.777,2.380,10.78
3785077,"2016 GW255",18.18,,,,,,,,,0.1444,2.756,2.358,4.50
3932732,"2016 GR271",17.68,,,,,,,,,0.1468,2.707,2.310,11.97
3934507,"2016 GJ272",17.23,,,,,,,,,0.1306,2.751,2.392,30.57
3972267,"2016 GN274",17.87,,,,,,,,,0.1013,2.709,2.435,7.40
54005335,"2016 GY275",18.00,,,,,,,,,0.1028,2.814,2.525,9.66
54039347,"2016 GO279",17.90,,,,,,,,,0.1241,2.727,2.389,9.55
54070885,"2016 GL286",18.13,,,,,,,,,0.1555,2.731,2.307,8.27
54070892,"2016 GO287",18.13,,,,,,,,,0.0889,2.732,2.489,8.82
54084015,"2016 GL289",18.90,,,,,,,,,0.1286,2.731,2.380,4.00
54108431,"2016 GR292",18.32,,,,,,,,,0.1415,2.723,2.337,9.08
54108437,"2016 GW292",17.79,,,,,,,,,0.1356,2.8,2.421,12.31
54111504,"2016 GB293",18.33,,,,,,,,,0.1347,2.731,2.364,4.52
54116779,"2016 GP293",18.35,,,,,,,,,0.1043,2.729,2.444,6.05
54117936,"2016 GW293",18.31,,,,,,,,,0.0902,2.761,2.512,9.01
54134694,"2016 GY295",18.19,,,,,,,,,0.0933,2.769,2.511,6.05
54146733,"2016 GQ299",17.68,,,,,,,,,0.1115,2.8,2.487,21.70
54148882,"2016 GC300",18.23,,,,,,,,,0.1478,2.715,2.314,9.16
54159609,"2016 GU302",18.25,,,,,,,,,0.1144,2.727,2.415,4.42
54159613,"2016 GY302",17.82,,,,,,,,,0.1179,2.812,2.480,4.56
54160245,"2016 GF303",18.18,,,,,,,,,0.0899,2.739,2.493,4.71
54168594,"2016 GB305",18.08,,,,,,,,,0.1512,2.739,2.325,4.40
54178817,"2016 GK307",18.07,,,,,,,,,0.1194,2.796,2.462,13.11
54184402,"2016 GT307",17.60,,,,,,,,,0.1486,2.729,2.324,12.00
54235164,"2016 GO313",18.20,,,,,,,,,0.0970,2.733,2.468,5.75
54258249,"2016 GK319",18.57,,,,,,,,,0.1283,2.813,2.452,12.96
54258252,"2016 GN319",18.24,,,,,,,,,0.1500,2.75,2.338,7.37
54260311,"2016 GE321",18.47,,,,,,,,,0.1448,2.783,2.380,7.80
54262032,"2016 GE323",18.20,,,,,,,,,0.1556,2.751,2.323,2.11
54272472,"2016 GP327",18.09,,,,,,,,,0.1183,2.718,2.396,5.28
54272444,"2016 GK329",19.04,,,,,,,,,0.1133,2.716,2.408,10.01
54272468,"2016 GO329",18.40,,,,,,,,,0.1499,2.75,2.338,9.24
54272493,"2016 GS329",19.22,,,,,,,,,0.1524,2.762,2.341,9.25
54272422,"2016 GF331",18.48,,,,,,,,,0.1066,2.772,2.476,2.65
54274099,"2016 GC332",19.00,,,,,,,,,0.1164,2.809,2.482,15.42
54286076,"2016 GC336",18.57,,,,,,,,,0.1554,2.736,2.311,24.38
54286086,"2016 GE336",18.12,,,,,,,,,0.1346,2.769,2.396,12.41
54286142,"2016 GS336",19.61,,,,,,,,,0.1540,2.801,2.369,7.60
54286169,"2016 GY337",18.19,,,,,,,,,0.0990,2.725,2.455,5.47
54286088,"2016 GE338",18.65,,,,,,,,,0.1029,2.711,2.432,8.76
54286099,"2016 GG339",18.84,,,,,,,,,0.1054,2.792,2.498,9.15
54286104,"2016 GH339",18.96,,,,,,,,,0.1519,2.755,2.336,6.49
54286100,"2016 GG340",19.69,,,,,,,,,0.0979,2.748,2.479,4.17
54300660,"2016 GN343",18.11,,,,,,,,,0.1118,2.781,2.470,2.95
54305367,"2016 GZ343",18.16,,,,,,,,,0.1043,2.725,2.441,3.18
54305993,"2016 GA344",18.45,,,,,,,,,0.1188,2.705,2.384,2.84
54305996,"2016 GD344",18.05,,,,,,,,,0.0852,2.764,2.528,3.81
54308367,"2016 GP344",18.13,,,,,,,,,0.0945,2.711,2.455,6.43
54308368,"2016 GQ344",17.95,,,,,,,,,0.1167,2.807,2.479,4.49
54309550,"2016 GU344",18.11,,,,,,,,,0.0901,2.781,2.530,6.10
54309551,"2016 GV344",18.01,,,,,,,,,0.0963,2.756,2.490,5.68
54323996,"2016 GJ346",17.70,,,,,,,,,0.1284,2.805,2.445,10.57
54335734,"2016 GV347",18.66,,,,,,,,,0.1407,2.768,2.379,8.84
54343740,"2016 GC349",18.01,,,,,,,,,0.1145,2.714,2.403,26.68
54343753,"2016 GH349",18.92,,,,,,,,,0.1266,2.779,2.427,8.66
54343779,"2016 GV349",19.41,,,,,,,,,0.1477,2.734,2.330,2.46
54343774,"2016 GS350",18.40,,,,,,,,,0.1433,2.79,2.390,13.90
54343788,"2016 GY350",18.23,,,,,,,,,0.0967,2.753,2.486,8.33
54348540,"2016 GP351",18.45,,,,,,,,,0.1261,2.736,2.391,1.93
54364644,"2016 GB354",18.25,,,,,,,,,0.1526,2.754,2.334,5.32
54367509,"2016 GU354",18.80,,,,,,,,,0.0881,2.762,2.519,4.82
54406349,"2016 GS359",17.82,,,,,,,,,0.1401,2.747,2.362,24.30
54406601,"2016 GT359",18.20,,,,,,,,,0.0834,2.779,2.547,3.66
54409570,"2016 GR360",17.79,,,,,,,,,0.1090,2.722,2.425,13.49
54409574,"2016 GV360",18.59,,,,,,,,,0.0845,2.749,2.517,10.81
54415404,"2016 GS361",18.29,,,,,,,,,0.1068,2.714,2.424,13.67
54425234,"2016 GP362",18.91,,,,,,,,,0.1475,2.756,2.350,5.37
54425239,"2016 GU362",18.70,,,,,,,,,0.1274,2.748,2.398,5.24
54435566,"2016 GT363",18.59,,,,,,,,,0.1428,2.749,2.356,5.21
54438300,"2016 GP364",18.78,,,,,,,,,0.1380,2.764,2.383,3.62
54463623,"2016 GP366",19.23,,,,,,,,,0.0987,2.736,2.466,4.41
54464348,"2016 GW366",19.36,,,,,,,,,0.1364,2.75,2.375,2.84
54464340,"2016 GE367",19.09,,,,,,,,,0.1176,2.776,2.449,4.86
54464610,"2016 GT367",18.93,,,,,,,,,0.1380,2.751,2.372,8.24
54468838,"2016 GM372",19.02,,,,,,,,,0.1524,2.768,2.346,13.73
54469283,"2016 GJ373",18.96,,,,,,,,,0.1040,2.711,2.429,5.79
54475965,"2016 GC376",19.16,,,,,,,,,0.1444,2.734,2.339,13.13
54476010,"2016 GF376",18.64,,,,,,,,,0.1446,2.707,2.316,6.29
54476275,"2016 GX376",18.00,,,,,,,,,0.1554,2.745,2.319,2.32
54476012,"2016 GF378",18.45,,,,,,,,,0.0862,2.76,2.522,3.45
54476187,"2016 GR378",18.71,,,,,,,,,0.0948,2.78,2.517,3.66
54476015,"2016 GF381",18.81,,,,,,,,,0.1388,2.79,2.403,6.00
54476126,"2016 GN381",18.77,,,,,,,,,0.1294,2.712,2.361,5.58
54476205,"2016 GS381",18.95,,,,,,,,,0.1166,2.757,2.435,4.64
54476064,"2016 GJ383",19.99,,,,,,,,,0.1367,2.722,2.350,6.72
54475943,"2016 GA384",21.15,,,,,,,,,0.1121,2.72,2.415,3.70
54476161,"2016 GP384",20.18,,,,,,,,,0.0879,2.773,2.529,4.17
54476034,"2016 GG385",19.50,,,,,,,,,0.1548,2.791,2.359,1.99
54476162,"2016 GP385",20.45,,,,,,,,,0.0994,2.769,2.494,3.28
54476284,"2016 GX385",19.42,,,,,,,,,0.1537,2.806,2.375,5.15
54476053,"2016 GH388",20.66,,,,,,,,,0.1089,2.76,2.460,4.73
54476302,"2016 GY388",21.43,,,,,,,,,0.1460,2.73,2.331,3.76
54476009,"2016 GE390",20.92,,,,,,,,,0.1549,2.743,2.318,3.58
54520581,"2016 GK394",18.32,,,,,,,,,0.1519,2.807,2.381,8.78
54522943,"2016 GN394",18.74,,,,,,,,,0.1415,2.792,2.397,3.19
54523954,"2016 GQ394",18.61,,,,,,,,,0.1322,2.742,2.380,2.23
54524361,"2016 GU394",17.91,,,,,,,,,0.1416,2.763,2.371,12.96
54525896,"2016 GA395",17.82,,,,,,,,,0.1535,2.75,2.328,25.08
54526073,"2016 GB395",18.38,,,,,,,,,0.1438,2.745,2.350,26.82
54527785,"2016 GK395",18.54,,,,,,,,,0.1248,2.79,2.442,9.45
54529632,"2016 GV395",18.74,,,,,,,,,0.1315,2.709,2.353,3.44
54529633,"2016 GW395",18.39,,,,,,,,,0.1325,2.741,2.378,3.35
54530064,"2016 GA396",21.03,,,,,,,,,0.1348,2.793,2.416,9.07
54532896,"2016 GL397",17.92,,,,,,,,,0.1077,2.73,2.436,13.15
54533612,"2016 GQ397",17.83,,,,,,,,,0.0965,2.722,2.460,14.08
54534911,"2016 GW397",18.25,,,,,,,,,0.1055,2.751,2.461,5.80
3752949,"2016 HS22",18.39,,,,,,,,,0.1072,2.753,2.458,5.59
54013170,"2016 HA28",18.20,,,,,,,,,0.1408,2.808,2.413,8.89
54172247,"2016 HZ33",17.99,,,,,,,,,0.1445,2.708,2.317,5.27
54176463,"2016 HD34",18.19,,,,,,,,,0.1081,2.713,2.419,7.16
54178819,"2016 HK34",18.00,,,,,,,,,0.1432,2.752,2.358,3.51
54262066,"2016 HK37",18.82,,,,,,,,,0.1289,2.736,2.384,3.65
54285226,"2016 HM40",18.39,,,,,,,,,0.1292,2.747,2.392,8.05
54285252,"2016 HW41",19.21,,,,,,,,,0.1259,2.708,2.367,7.99
54285258,"2016 HZ41",18.75,,,,,,,,,0.1407,2.813,2.417,8.97
54285202,"2016 HC42",19.07,,,,,,,,,0.1443,2.784,2.382,9.98
54285204,"2016 HD42",18.21,,,,,,,,,0.1175,2.751,2.428,5.80
54297848,"2016 HC44",17.86,,,,,,,,,0.0920,2.81,2.552,3.23
54319589,"2016 HO44",18.09,,,,,,,,,0.0839,2.766,2.534,4.96
54323030,"2016 HP44",18.38,,,,,,,,,0.1260,2.765,2.416,10.14
54343798,"2016 HK45",18.91,,,,,,,,,0.1126,2.785,2.471,5.59
54408687,"2016 HP47",18.26,,,,,,,,,0.1065,2.71,2.421,8.15
54412658,"2016 HW47",18.03,,,,,,,,,0.1276,2.781,2.426,4.08
54464353,"2016 HZ48",18.72,,,,,,,,,0.0860,2.768,2.530,6.68
54476370,"2016 HR50",18.87,,,,,,,,,0.1281,2.77,2.415,1.92
54476388,"2016 HX50",18.65,,,,,,,,,0.0996,2.735,2.462,6.06
54476350,"2016 HK51",18.70,,,,,,,,,0.1182,2.767,2.440,8.65
54476380,"2016 HU51",18.41,,,,,,,,,0.1013,2.711,2.436,11.03
54476395,"2016 HZ51",18.79,,,,,,,,,0.1275,2.73,2.382,4.36
54476333,"2016 HE52",18.83,,,,,,,,,0.1427,2.757,2.363,9.40
