"spkid","pdes","H","diameter","albedo","rot_per","BV","UB","IR","spec_B","spec_T","e","a","q","i"
54135926,"2016 AQ338",17.83,,,,,,,,,0.1301,2.762,2.402,9.97
54139444,"2016 AK339",17.77,,,,,,,,,0.1429,2.75,2.357,12.74
54141722,"2016 AY339",18.48,,,,,,,,,0.1179,2.763,2.437,7.52
54143888,"2016 AR340",18.23,,,,,,,,,0.1323,2.764,2.399,4.92
54143879,"2016 AD341",17.70,,,,,,,,,0.0981,2.8,2.525,5.56
54143880,"2016 AE341",18.62,,,,,,,,,0.1093,2.771,2.468,4.56
54144625,"2016 AP341",17.70,,,,,,,,,0.1499,2.773,2.357,10.30
54144627,"2016 AR341",17.56,,,,,,,,,0.1072,2.754,2.459,22.77
54156207,"2016 AE345",18.50,,,,,,,,,0.1353,2.735,2.365,12.19
54158709,"2016 AO345",18.08,,,,,,,,,0.1026,2.714,2.436,11.91
54158715,"2016 AU345",18.20,,,,,,,,,0.1456,2.791,2.384,7.15
54163193,"2016 AC346",18.86,,,,,,,,,0.1390,2.71,2.334,9.67
54167099,"2016 AU346",18.37,,,,,,,,,0.1146,2.74,2.426,12.33
54167302,"2016 AH348",18.41,,,,,,,,,0.0903,2.774,2.524,6.02
54167310,"2016 AM348",18.77,,,,,,,,,0.1499,2.789,2.371,9.39
54167313,"2016 AN349",18.70,,,,,,,,,0.1364,2.722,2.351,10.16
54167994,"2016 AY349",17.92,,,,,,,,,0.1012,2.786,2.504,9.27
54174909,"2016 AT350",18.13,,,,,,,,,0.1266,2.708,2.365,5.43
54177801,"2016 AU351",18.05,,,,,,,,,0.1057,2.732,2.443,9.86
54178379,"2016 AW351",18.30,,,,,,,,,0.0867,2.77,2.530,3.59
54178377,"2016 AJ352",18.36,,,,,,,,,0.1159,2.733,2.416,9.12
54188516,"2016 AZ352",18.40,,,,,,,,,0.1291,2.758,2.402,4.40
54204003,"2016 AT355",17.95,,,,,,,,,0.1132,2.756,2.444,8.24
54207308,"2016 AH356",17.96,,,,,,,,,0.0887,2.742,2.499,11.81
54227553,"2016 AF357",17.83,,,,,,,,,0.0962,2.815,2.544,2.80
54264923,"2016 AA367",18.30,,,,,,,,,0.1112,2.738,2.433,9.56
54315402,"2016 AF375",18.43,,,,,,,,,0.1110,2.787,2.478,5.39
54384902,"2016 AP383",18.28,,,,,,,,,0.1492,2.742,2.333,11.34
54386001,"2016 AV383",18.31,,,,,,,,,0.1159,2.706,2.393,5.21
54396561,"2016 AU384",18.36,,,,,,,,,0.1033,2.731,2.449,4.53
54409524,"2016 AL388",18.50,,,,,,,,,0.1455,2.782,2.377,12.81
54411165,"2016 AX388",18.33,,,,,,,,,0.1007,2.778,2.498,7.89
54430328,"2016 AV391",17.84,,,,,,,,,0.0985,2.806,2.530,5.93
54460703,"2016 AD394",18.65,,,,,,,,,0.0884,2.735,2.493,3.55
54460709,"2016 AM394",18.88,,,,,,,,,0.0935,2.788,2.527,6.20
54472060,"2016 AN395",18.59,,,,,,,,,0.1178,2.725,2.404,8.69
54475294,"2016 AK396",18.48,,,,,,,,,0.1545,2.768,2.341,15.08
54475330,"2016 AX397",18.51,,,,,,,,,0.1437,2.722,2.331,5.94
54516145,"2016 AO400",18.70,,,,,,,,,0.1033,2.801,2.512,8.02
54520062,"2016 AU400",18.57,,,,,,,,,0.1351,2.735,2.366,12.59
54520215,"2016 AV400",18.24,,,,,,,,,0.1358,2.713,2.345,11.83
54521271,"2016 AY400",18.37,,,,,,,,,0.1370,2.727,2.353,11.54
54526678,"2016 AZ401",17.90,,,,,,,,,0.1349,2.771,2.397,24.68
54182418,"2016 BD2",18.43,,,,,,,,,0.1494,2.79,2.373,10.76
54399151,"2016 BK41",18.01,,,,,,,,,0.1042,2.717,2.434,3.20
3742454,"2016 BX41",17.99,,,,,,,,,0.1389,2.756,2.373,3.62
54030792,"2016 BC42",18.09,,,,,,,,,0.1519,2.735,2.320,9.12
3883541,"2016 BH60",18.19,,,,,,,,,0.1342,2.751,2.382,3.56
3742437,"2016 BU60",18.19,,,,,,,,,0.1503,2.706,2.299,11.02
3741755,"2016 BP70",18.55,,,,,,,,,0.1499,2.734,2.324,8.74
3741630,"2016 BE73",17.82,,,,,,,,,0.1288,2.794,2.434,12.58
3741816,"2016 BT73",18.47,,,,,,,,,0.1440,2.737,2.343,4.19
54230851,"2016 BJ78",18.23,,,,,,,,,0.1407,2.779,2.388,10.85
3741669,"2016 BH79",17.85,,,,,,,,,0.1283,2.805,2.445,3.59
3742886,"2016 BA80",17.90,,,,,,,,,0.1135,2.798,2.480,8.48
3784486,"2016 BG87",17.82,,,,,,,,,0.1046,2.761,2.472,13.19
3934335,"2016 BB108",18.53,,,,,,,,,0.1088,2.714,2.418,9.76
54005234,"2016 BS110",18.28,,,,,,,,,0.1498,2.791,2.373,5.36
54048141,"2016 BR115",18.61,,,,,,,,,0.1316,2.71,2.353,2.68
54111487,"2016 BN120",18.65,,,,,,,,,0.1296,2.758,2.400,2.63
54116590,"2016 BD122",18.27,,,,,,,,,0.1298,2.802,2.439,6.50
54124150,"2016 BN122",17.54,,,,,,,,,0.1461,2.75,2.348,11.42
54135214,"2016 BV123",17.99,,,,,,,,,0.1497,2.775,2.359,11.90
54137284,"2016 BA124",18.16,,,,,,,,,0.1190,2.735,2.410,4.56
54137591,"2016 BC124",17.99,,,,,,,,,0.1247,2.758,2.414,11.17
54144145,"2016 BR124",17.95,,,,,,,,,0.1346,2.724,2.357,9.16
54150057,"2016 BK125",17.85,,,,,,,,,0.1374,2.783,2.400,11.79
54150890,"2016 BM125",18.05,,,,,,,,,0.1333,2.757,2.389,2.61
54153620,"2016 BY125",18.81,,,,,,,,,0.1512,2.748,2.333,4.10
54158717,"2016 BQ126",17.89,,,,,,,,,0.1514,2.792,2.369,7.09
54158719,"2016 BS126",18.50,,,,,,,,,0.1413,2.774,2.382,5.19
54167365,"2016 BU127",18.13,,,,,,,,,0.1450,2.732,2.336,4.63
54167997,"2016 BO128",18.30,,,,,,,,,0.0854,2.747,2.512,2.75
54204012,"2016 BD131",18.00,,,,,,,,,0.1515,2.791,2.368,8.65
54204014,"2016 BF131",17.70,,,,,,,,,0.0933,2.766,2.508,8.88
54205671,"2016 BJ131",18.41,,,,,,,,,0.1242,2.787,2.441,5.34
54241836,"2016 BT132",18.20,,,,,,,,,0.0964,2.742,2.478,13.31
54241838,"2016 BV132",18.35,,,,,,,,,0.1535,2.747,2.325,14.20
54283831,"2016 BG137",18.54,,,,,,,,,0.1239,2.705,2.370,4.50
54386002,"2016 BA141",17.59,,,,,,,,,0.0856,2.738,2.503,6.33
54409530,"2016 BF142",17.73,,,,,,,,,0.1182,2.777,2.449,2.56
54475342,"2016 BF145",18.65,,,,,,,,,0.1101,2.723,2.423,4.07
54475354,"2016 BP145",18.60,,,,,,,,,0.1089,2.748,2.449,4.48
54518901,"2016 BM146",17.75,,,,,,,,,0.1121,2.746,2.438,12.01
3742761,"2016 CS5",18.28,,,,,,,,,0.0879,2.779,2.534,2.27
3742499,"2016 CC36",17.95,,,,,,,,,0.1037,2.803,2.512,11.38
3743585,"2016 CY37",18.86,,,,,,,,,0.1534,2.726,2.308,3.95
3742938,"2016 CE45",18.02,,,,,,,,,0.1197,2.718,2.392,5.99
54350577,"2016 CS46",18.61,,,,,,,,,0.1129,2.715,2.408,26.32
54030825,"2016 CB47",17.96,,,,,,,,,0.1002,2.769,2.491,3.70
54156225,"2016 CH52",18.07,,,,,,,,,0.1027,2.769,2.485,5.57
3855014,"2016 CD55",18.27,,,,,,,,,0.1435,2.756,2.361,13.63
54350586,"2016 CW60",17.92,,,,,,,,,0.1418,2.753,2.362,14.62
54350559,"2016 CB68",18.15,,,,,,,,,0.1070,2.714,2.424,7.05
54143259,"2016 CL68",18.14,,,,,,,,,0.1470,2.759,2.353,8.42
54241856,"2016 CO74",18.36,,,,,,,,,0.1412,2.71,2.327,14.11
3744640,"2016 CR76",18.30,,,,,,,,,0.1324,2.753,2.389,4.18
54410305,"2016 CW81",18.16,,,,,,,,,0.1396,2.719,2.340,7.72
3743479,"2016 CK82",18.64,,,,,,,,,0.1398,2.802,2.410,8.28
54005962,"2016 CF95",18.35,,,,,,,,,0.1549,2.744,2.319,8.47
3743837,"2016 CM106",18.12,,,,,,,,,0.1531,2.804,2.375,6.34
54460046,"2016 CH109",19.27,,,,,,,,,0.1508,2.731,2.319,7.06
54177200,"2016 CH113",19.12,,,,,,,,,0.1515,2.798,2.374,6.38
54350584,"2016 CW118",18.41,,,,,,,,,0.1550,2.745,2.320,8.27
54182439,"2016 CW119",18.31,,,,,,,,,0.1524,2.734,2.318,10.79
54443659,"2016 CM121",18.74,,,,,,,,,0.1043,2.742,2.456,4.00
54267090,"2016 CL122",18.24,,,,,,,,,0.0989,2.761,2.488,3.82
3743680,"2016 CP124",17.98,,,,,,,,,0.1018,2.807,2.521,3.27
3744465,"2016 CP125",18.59,,,,,,,,,0.1402,2.782,2.392,7.04
54396563,"2016 CC127",18.32,,,,,,,,,0.0857,2.727,2.493,10.16
54241854,"2016 CJ133",18.95,,,,,,,,,0.1518,2.765,2.345,13.25
54147638,"2016 CM134",18.61,,,,,,,,,0.1461,2.722,2.324,8.64
54030897,"2016 CS142",18.13,,,,,,,,,0.1375,2.738,2.361,7.92
3904300,"2016 CF159",18.05,,,,,,,,,0.1112,2.714,2.412,12.14
54048185,"2016 CM162",18.04,,,,,,,,,0.1528,2.733,2.315,7.30
54333003,"2016 CH164",18.49,,,,,,,,,0.1436,2.747,2.353,4.58
3978087,"2016 CJ165",18.09,,,,,,,,,0.1403,2.777,2.388,8.60
3867846,"2016 CQ170",17.81,,,,,,,,,0.1073,2.761,2.464,9.71
54350557,"2016 CB173",18.57,,,,,,,,,0.1065,2.728,2.437,11.95
54142279,"2016 CM176",18.10,,,,,,,,,0.1214,2.755,2.421,11.48
3867915,"2016 CY182",18.22,,,,,,,,,0.1153,2.785,2.464,7.42
54030899,"2016 CS185",18.75,,,,,,,,,0.1423,2.725,2.338,8.47
54418844,"2016 CM186",17.90,,,,,,,,,0.1014,2.757,2.477,10.54
3744226,"2016 CK199",18.36,,,,,,,,,0.1235,2.771,2.429,1.84
3744674,"2016 CX201",18.04,,,,,,,,,0.0834,2.763,2.533,13.61
54516890,"2016 CD203",18.24,,,,,,,,,0.1109,2.771,2.464,9.82
3744550,"2016 CZ203",18.50,,,,,,,,,0.1313,2.714,2.358,9.35
3948711,"2016 CH215",18.07,,,,,,,,,0.1330,2.735,2.371,3.39
54333509,"2016 CP217",18.77,,,,,,,,,0.1277,2.748,2.397,4.48
54518510,"2016 CW217",18.79,,,,,,,,,0.1485,2.716,2.313,15.11
54390764,"2016 CP226",18.31,,,,,,,,,0.1013,2.801,2.517,11.57
54443663,"2016 CN233",18.47,,,,,,,,,0.1480,2.775,2.364,14.27
54260238,"2016 CG236",18.59,,,,,,,,,0.1132,2.714,2.407,12.61
3855140,"2016 CR252",18.10,,,,,,,,,0.1210,2.805,2.466,8.71
54379735,"2016 CF254",18.63,,,,,,,,,0.1148,2.726,2.413,9.06
3745743,"2016 CV263",18.26,,,,,,,,,0.1442,2.78,2.379,7.19
3784693,"2016 CQ274",18.39,,,,,,,,,0.1396,2.747,2.363,2.78
3790853,"2016 CZ281",17.92,,,,,,,,,0.1108,2.73,2.428,7.80
3800773,"2016 CQ290",18.03,,,,,,,,,0.0864,2.776,2.536,6.40
3803477,"2016 CZ292",18.26,,,,,,,,,0.1012,2.78,2.499,3.14
3803421,"2016 CA293",17.86,,,,,,,,,0.0886,2.744,2.501,3.94
3816490,"2016 CS295",18.19,,,,,,,,,0.1045,2.764,2.476,9.17
3816602,"2016 CW295",18.30,,,,,,,,,0.1166,2.705,2.390,7.62
3816467,"2016 CR300",18.59,,,,,,,,,0.1262,2.747,2.401,3.07
3816222,"2016 CH307",18.03,,,,,,,,,0.1286,2.805,2.444,3.70
3816171,"2016 CF312",18.04,,,,,,,,,0.1398,2.772,2.384,11.20
3973363,"2016 CA332",17.90,,,,,,,,,0.1463,2.808,2.397,7.37
3975936,"2016 CG333",17.80,,,,,,,,,0.1437,2.782,2.382,11.08
54005262,"2016 CP334",18.08,,,,,,,,,0.0944,2.802,2.538,4.95
54023095,"2016 CZ339",18.33,,,,,,,,,0.1253,2.741,2.398,8.22
54048165,"2016 CE348",18.13,,,,,,,,,0.1141,2.802,2.483,7.63
54070703,"2016 CB356",18.18,,,,,,,,,0.1338,2.802,2.427,4.56
54090157,"2016 CK359",17.84,,,,,,,,,0.0842,2.792,2.557,11.56
54090162,"2016 CO359",18.30,,,,,,,,,0.1175,2.802,2.473,2.06
54090163,"2016 CP359",18.15,,,,,,,,,0.1352,2.706,2.340,11.79
54116642,"2016 CJ364",18.00,,,,,,,,,0.1083,2.807,2.503,10.00
54116646,"2016 CL364",18.67,,,,,,,,,0.1343,2.731,2.365,9.02
54116660,"2016 CS364",18.35,,,,,,,,,0.1105,2.799,2.490,5.53
54116664,"2016 CU364",18.50,,,,,,,,,0.1435,2.781,2.382,12.80
54116626,"2016 CA365",18.01,,,,,,,,,0.0936,2.723,2.468,11.93
54116671,"2016 CX365",18.48,,,,,,,,,0.1452,2.73,2.334,2.55
54126524,"2016 CW367",18.26,,,,,,,,,0.1483,2.729,2.325,4.97
54138804,"2016 CV370",17.69,,,,,,,,,0.1336,2.74,2.374,14.15
54139452,"2016 CZ370",17.86,,,,,,,,,0.1532,2.78,2.354,8.59
54141725,"2016 CK371",17.95,,,,,,,,,0.1371,2.807,2.422,6.29
54143899,"2016 CQ371",18.08,,,,,,,,,0.0980,2.79,2.516,5.63
54144161,"2016 CZ371",17.80,,,,,,,,,0.1213,2.796,2.457,6.13
54158728,"2016 CD376",18.68,,,,,,,,,0.1015,2.779,2.497,4.72
54159587,"2016 CS376",18.38,,,,,,,,,0.1258,2.737,2.393,2.28
54167395,"2016 CL377",18.42,,,,,,,,,0.0877,2.781,2.537,4.43
54167398,"2016 CM377",18.42,,,,,,,,,0.0947,2.721,2.463,4.33
54167420,"2016 CW377",18.94,,,,,,,,,0.1534,2.767,2.343,3.58
54167377,"2016 CD378",18.48,,,,,,,,,0.1263,2.706,2.365,5.14
54167405,"2016 CO378",18.45,,,,,,,,,0.0928,2.765,2.508,4.33
54167400,"2016 CM379",18.07,,,,,,,,,0.1023,2.765,2.482,5.34
54168014,"2016 CJ380",18.40,,,,,,,,,0.1169,2.766,2.442,4.73
54174122,"2016 CH381",18.02,,,,,,,,,0.1163,2.73,2.413,5.82
54174123,"2016 CJ381",18.14,,,,,,,,,0.1082,2.796,2.493,6.00
54174124,"2016 CK381",18.01,,,,,,,,,0.1201,2.757,2.426,11.71
54174128,"2016 CO381",18.51,,,,,,,,,0.1427,2.724,2.336,14.79
54174923,"2016 CV381",18.00,,,,,,,,,0.1534,2.793,2.365,14.41
54188560,"2016 CZ383",18.21,,,,,,,,,0.1064,2.772,2.477,8.88
54188553,"2016 CT384",17.85,,,,,,,,,0.1323,2.745,2.382,35.18
54192026,"2016 CD385",18.58,,,,,,,,,0.1171,2.771,2.446,1.35
54204021,"2016 CN386",18.66,,,,,,,,,0.0989,2.799,2.522,4.11
54208758,"2016 CD387",17.73,,,,,,,,,0.1179,2.754,2.429,15.07
54227580,"2016 CZ387",17.33,,,,,,,,,0.0968,2.723,2.460,26.14
54229145,"2016 CL388",18.39,,,,,,,,,0.1068,2.789,2.491,4.63
54387058,"2016 CV388",18.14,,,,,,,,,0.0942,2.739,2.481,3.49
54234087,"2016 CB389",17.73,,,,,,,,,0.1079,2.732,2.437,13.35
54235943,"2016 CJ390",17.96,,,,,,,,,0.0943,2.727,2.470,13.46
54252017,"2016 CP392",18.58,,,,,,,,,0.1263,2.731,2.386,7.59
54256108,"2016 CP393",17.83,,,,,,,,,0.0904,2.797,2.544,16.88
54261922,"2016 CD394",18.37,,,,,,,,,0.0936,2.721,2.467,13.12
54273962,"2016 CT397",18.01,,,,,,,,,0.0834,2.744,2.515,25.74
54276302,"2016 CX398",17.93,,,,,,,,,0.1124,2.779,2.466,9.39
54283835,"2016 CD401",18.13,,,,,,,,,0.0986,2.744,2.473,9.33
54295807,"2016 CR402",17.83,,,,,,,,,0.1270,2.767,2.415,8.34
54298655,"2016 CA403",18.47,,,,,,,,,0.0906,2.746,2.497,23.97
54353650,"2016 CG408",17.68,,,,,,,,,0.1515,2.74,2.325,13.75
54364587,"2016 CO409",18.46,,,,,,,,,0.0979,2.773,2.502,6.11
54367486,"2016 CW410",18.62,,,,,,,,,0.1018,2.769,2.487,9.86
54384904,"2016 CJ412",18.23,,,,,,,,,0.1015,2.721,2.445,9.88
54385401,"2016 CM412",17.67,,,,,,,,,0.1344,2.739,2.371,16.71
54391562,"2016 CV412",18.16,,,,,,,,,0.1511,2.802,2.379,3.50
54391567,"2016 CZ412",18.10,,,,,,,,,0.1128,2.807,2.491,4.34
54395234,"2016 CK413",17.95,,,,,,,,,0.1052,2.734,2.446,11.85
54396566,"2016 CR413",18.36,,,,,,,,,0.1368,2.722,2.350,7.81
54402056,"2016 CL414",18.15,,,,,,,,,0.1125,2.743,2.434,9.02
54406347,"2016 CC415",18.01,,,,,,,,,0.1440,2.713,2.323,14.41
54409534,"2016 CD416",17.98,,,,,,,,,0.0839,2.8,2.565,4.99
54421706,"2016 CV417",18.99,,,,,,,,,0.1362,2.767,2.390,3.96
54425209,"2016 CG418",18.32,,,,,,,,,0.1514,2.785,2.363,9.34
54425212,"2016 CK418",18.34,,,,,,,,,0.1234,2.762,2.421,3.36
54430331,"2016 CY418",18.02,,,,,,,,,0.1026,2.731,2.450,12.38
54437719,"2016 CT419",18.61,,,,,,,,,0.1185,2.754,2.428,2.21
54438228,"2016 CX419",18.13,,,,,,,,,0.1519,2.709,2.297,8.90
54452605,"2016 CV420",18.50,,,,,,,,,0.1530,2.768,2.344,7.59
54460723,"2016 CW421",18.25,,,,,,,,,0.1017,2.774,2.491,14.09
54465088,"2016 CD422",18.85,,,,,,,,,0.1382,2.726,2.349,2.28
54466752,"2016 CP422",18.39,,,,,,,,,0.1364,2.788,2.407,8.75
54475390,"2016 CE425",19.67,,,,,,,,,0.1377,2.794,2.409,11.30
54475470,"2016 CV425",18.20,,,,,,,,,0.1223,2.742,2.406,13.49
54475427,"2016 CM427",19.05,,,,,,,,,0.1257,2.707,2.367,10.69
54475437,"2016 CO427",18.68,,,,,,,,,0.1057,2.741,2.451,9.43
54515123,"2016 CM430",18.21,,,,,,,,,0.1064,2.725,2.435,10.50
54518488,"2016 CG431",18.29,,,,,,,,,0.1153,2.765,2.447,6.10
54519913,"2016 CM431",18.71,,,,,,,,,0.1049,2.736,2.449,9.42
54520403,"2016 CO431",18.18,,,,,,,,,0.1191,2.717,2.393,14.41
54520574,"2016 CP431",18.35,,,,,,,,,0.1165,2.751,2.431,13.44
54521273,"2016 CX431",18.77,,,,,,,,,0.1361,2.715,2.346,1.61
54521635,"2016 CZ431",18.44,,,,,,,,,0.1209,2.73,2.400,4.27
54521814,"2016 CD432",18.12,,,,,,,,,0.1529,2.736,2.318,8.06
54522309,"2016 CJ432",18.70,,,,,,,,,0.1357,2.728,2.358,13.90
54522310,"2016 CK432",18.44,,,,,,,,,0.1402,2.785,2.395,24.87
54523879,"2016 CY432",18.61,,,,,,,,,0.1272,2.723,2.377,9.12
54524158,"2016 CB433",18.89,,,,,,,,,0.1247,2.713,2.375,1.78
54532159,"2016 CS434",18.72,,,,,,,,,0.0947,2.772,2.510,11.86
54532149,"2016 CA435",20.05,,,,,,,,,0.1408,2.724,2.340,7.32
54540363,"2016 CZ436",18.75,,,,,,,,,0.1373,2.797,2.413,10.97
54030929,"2016 DK10",18.06,,,,,,,,,0.1542,2.786,2.356,6.72
3855223,"2016 DP18",17.71,,,,,,,,,0.1333,2.756,2.389,11.81
3784787,"2016 DJ32",17.64,,,,,,,,,0.1050,2.8,2.506,10.21
3796011,"2016 DU32",17.95,,,,,,,,,0.1291,2.792,2.432,9.08
54116681,"2016 DF41",18.30,,,,,,,,,0.1258,2.749,2.403,3.84
54126528,"2016 DN41",17.98,,,,,,,,,0.1182,2.812,2.479,9.16
54159590,"2016 DK42",18.29,,,,,,,,,0.0845,2.75,2.518,4.15
54174130,"2016 DB43",18.37,,,,,,,,,0.1028,2.745,2.463,5.01
54137288,"2016 EZ3",17.71,,,,,,,,,0.1305,2.761,2.401,9.38
3746581,"2016 EN9",18.54,,,,,,,,,0.1097,2.728,2.428,13.41
3904458,"2016 EC10",18.16,,,,,,,,,0.1247,2.786,2.439,13.97
3745281,"2016 ED16",18.45,,,,,,,,,0.1499,2.738,2.327,14.08
54258213,"2016 EZ25",18.34,,,,,,,,,0.1296,2.762,2.404,11.16
54258159,"2016 EC26",18.30,,,,,,,,,0.1508,2.772,2.354,10.21
54291663,"2016 EA32",17.55,,,,,,,,,0.1139,2.755,2.441,17.62
3904511,"2016 EM38",17.06,,,,,,,,,0.1501,2.735,2.325,26.60
54519142,"2016 EQ64",17.65,,,,,,,,,0.1133,2.774,2.460,14.95
3746272,"2016 EE75",18.40,,,,,,,,,0.0905,2.775,2.524,2.59
54027350,"2016 EB76",18.05,,,,,,,,,0.0983,2.72,2.453,3.85
3746898,"2016 EK99",18.59,,,,,,,,,0.1497,2.707,2.302,8.57
54525516,"2016 EA100",18.94,,,,,,,,,0.1250,2.708,2.370,10.00
54428195,"2016 EJ102",18.29,,,,,,,,,0.1537,2.742,2.320,13.75
3747659,"2016 EJ126",17.95,,,,,,,,,0.1085,2.811,2.506,1.67
3747429,"2016 EG154",18.00,,,,,,,,,0.1211,2.706,2.378,8.75
3749127,"2016 EG166",18.36,,,,,,,,,0.1490,2.728,2.322,7.40
54443690,"2016 EJ171",18.38,,,,,,,,,0.1036,2.731,2.448,12.85
54030972,"2016 EV176",18.64,,,,,,,,,0.1484,2.738,2.332,8.27
3747744,"2016 EN188",17.85,,,,,,,,,0.1075,2.737,2.443,12.92
54050568,"2016 EE189",18.12,,,,,,,,,0.1367,2.726,2.353,12.32
3784808,"2016 EB210",17.93,,,,,,,,,0.1521,2.749,2.331,15.30
3784849,"2016 EG212",18.55,,,,,,,,,0.1410,2.801,2.406,2.91
3784843,"2016 EF214",18.49,,,,,,,,,0.1149,2.761,2.444,2.53
3784907,"2016 EO214",18.32,,,,,,,,,0.1231,2.708,2.375,9.09
3784915,"2016 EP214",17.85,,,,,,,,,0.1289,2.74,2.387,11.68
3784979,"2016 EX214",18.07,,,,,,,,,0.1421,2.788,2.392,9.60
3790869,"2016 EP218",18.29,,,,,,,,,0.1547,2.75,2.325,7.69
3796049,"2016 ES220",18.00,,,,,,,,,0.1006,2.765,2.487,6.15
3817205,"2016 EW241",18.15,,,,,,,,,0.1066,2.729,2.438,4.38
3817189,"2016 EV245",17.90,,,,,,,,,0.0928,2.709,2.457,6.87
3975965,"2016 ET258",17.17,,,,,,,,,0.1265,2.774,2.423,14.66
54005315,"2016 EV260",17.97,,,,,,,,,0.1068,2.711,2.421,9.31
54023113,"2016 EJ263",18.33,,,,,,,,,0.1404,2.72,2.338,13.73
54023118,"2016 EL264",18.34,,,,,,,,,0.1054,2.788,2.494,5.65
54039294,"2016 EP268",17.76,,,,,,,,,0.1228,2.722,2.388,10.67
54070792,"2016 ED277",18.26,,,,,,,,,0.1410,2.738,2.352,7.28
54084002,"2016 EP280",17.92,,,,,,,,,0.1142,2.801,2.481,10.13
54090190,"2016 EL281",18.16,,,,,,,,,0.1312,2.776,2.412,14.43
54116746,"2016 EX285",18.34,,,,,,,,,0.1272,2.762,2.411,13.76
54125985,"2016 EU288",17.68,,,,,,,,,0.1523,2.776,2.353,12.56
54145638,"2016 EY295",18.06,,,,,,,,,0.0968,2.778,2.509,12.93
54153664,"2016 EH299",18.14,,,,,,,,,0.1314,2.807,2.439,15.86
54157579,"2016 EW299",18.31,,,,,,,,,0.1256,2.734,2.391,12.25
54157580,"2016 EX299",18.43,,,,,,,,,0.1459,2.741,2.341,15.28
54159595,"2016 EO300",18.39,,,,,,,,,0.0855,2.741,2.506,3.07
54163200,"2016 EB301",18.16,,,,,,,,,0.1282,2.734,2.383,3.66
54168065,"2016 EG302",18.64,,,,,,,,,0.1281,2.805,2.446,2.62
54168095,"2016 EV303",18.58,,,,,,,,,0.1477,2.713,2.312,9.79
54168097,"2016 EW303",18.10,,,,,,,,,0.0862,2.725,2.490,11.20
54168576,"2016 ES304",18.10,,,,,,,,,0.1299,2.712,2.360,1.83
54205682,"2016 EA311",18.39,,,,,,,,,0.0866,2.792,2.550,9.67
54207316,"2016 EC311",18.42,,,,,,,,,0.1181,2.712,2.392,11.55
54208242,"2016 EE311",18.46,,,,,,,,,0.1408,2.796,2.402,12.47
54223059,"2016 ET311",17.57,,,,,,,,,0.1235,2.727,2.390,24.72
54241887,"2016 ER314",18.52,,,,,,,,,0.1409,2.709,2.327,4.71
54258188,"2016 EP318",18.34,,,,,,,,,0.0911,2.783,2.530,5.06
54258423,"2016 EB320",18.48,,,,,,,,,0.1361,2.706,2.338,13.12
54258456,"2016 EL321",17.77,,,,,,,,,0.0888,2.754,2.510,25.04
54260247,"2016 EA322",17.81,,,,,,,,,0.0865,2.743,2.505,12.37
54263737,"2016 EY322",18.88,,,,,,,,,0.1172,2.714,2.396,6.34
54272249,"2016 EJ325",18.66,,,,,,,,,0.1543,2.769,2.342,6.42
54272250,"2016 EJ326",19.16,,,,,,,,,0.1412,2.766,2.375,13.74
54272269,"2016 EL331",18.08,,,,,,,,,0.1501,2.719,2.311,13.68
54272276,"2016 EM331",18.60,,,,,,,,,0.1275,2.725,2.377,7.31
54274015,"2016 EX332",18.93,,,,,,,,,0.1551,2.801,2.367,10.64
54274017,"2016 EY332",18.79,,,,,,,,,0.1385,2.735,2.356,2.30
54274019,"2016 EZ332",18.25,,,,,,,,,0.1177,2.731,2.410,4.22
54274912,"2016 EB334",18.28,,,,,,,,,0.1028,2.788,2.501,8.39
54283849,"2016 EQ337",18.31,,,,,,,,,0.1385,2.732,2.354,14.44
54285313,"2016 EH338",18.36,,,,,,,,,0.1540,2.743,2.320,7.20
54307635,"2016 EK342",18.29,,,,,,,,,0.1371,2.752,2.375,8.13
54319581,"2016 ED343",17.85,,,,,,,,,0.0992,2.765,2.491,8.67
54332287,"2016 EB344",17.98,,,,,,,,,0.1366,2.779,2.399,10.92
54341917,"2016 EQ345",18.45,,,,,,,,,0.1153,2.705,2.393,4.20
54347140,"2016 EF347",18.89,,,,,,,,,0.1463,2.73,2.331,2.99
54364623,"2016 EL350",18.22,,,,,,,,,0.1346,2.785,2.410,26.06
54364628,"2016 EQ350",18.83,,,,,,,,,0.1187,2.777,2.447,7.97
54364633,"2016 EV350",18.35,,,,,,,,,0.1255,2.708,2.368,13.74
54406600,"2016 ER355",18.28,,,,,,,,,0.1032,2.716,2.436,2.07
54409550,"2016 EJ356",18.42,,,,,,,,,0.1163,2.709,2.394,12.02
54413478,"2016 EL357",18.15,,,,,,,,,0.0847,2.72,2.490,12.80
54464291,"2016 EN363",18.94,,,,,,,,,0.1365,2.775,2.397,13.73
54464662,"2016 EQ364",18.61,,,,,,,,,0.0976,2.751,2.483,6.20
54464671,"2016 EZ364",18.46,,,,,,,,,0.1378,2.73,2.354,3.90
54465091,"2016 ER366",18.32,,,,,,,,,0.1518,2.766,2.346,13.89
54467710,"2016 EX368",19.65,,,,,,,,,0.0914,2.806,2.550,7.03
54468614,"2016 EU369",19.09,,,,,,,,,0.1304,2.714,2.361,6.04
54468816,"2016 EB371",20.00,,,,,,,,,0.1449,2.742,2.345,8.13
54469246,"2016 ET371",20.91,,,,,,,,,0.1312,2.748,2.387,5.96
54469882,"2016 EO373",20.96,,,,,,,,,0.1406,2.719,2.337,7.35
